 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.852,0.044,0.750,0.194,0.457
model.000.01.pdb,0.066,0.804,0.048,0.109,0.053
model.000.02.pdb,0.081,0.796,0.063,0.117,0.056
model.000.03.pdb,0.471,0.043,0.382,0.041,0.944
model.000.04.pdb,0.329,0.000,0.275,0.044,0.414
