 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.141,0.340,0.000,0.232,0.175
model.000.01.pdb,0.014,0.000,0.422,0.132,0.000
model.000.02.pdb,0.211,0.136,0.000,0.500,0.033
model.000.03.pdb,0.000,0.235,0.051,0.085,0.204
model.000.04.pdb,0.000,0.000,0.324,0.049,0.063
