 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.208,0.186,0.069,0.061
model.000.01.pdb,0.569,0.086,0.091,0.362,0.257
model.000.02.pdb,0.060,0.623,0.608,0.022,0.000
model.000.03.pdb,0.062,0.038,0.000,0.189,0.206
model.000.04.pdb,0.067,0.755,0.712,0.053,0.000
