 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.011,0.000,0.045,0.275,0.022
model.000.01.pdb,0.169,0.184,0.096,0.000,0.145
model.000.02.pdb,0.660,0.132,0.608,0.026,0.653
model.000.03.pdb,0.023,0.000,0.044,0.475,0.033
model.000.04.pdb,0.011,0.103,0.021,0.177,0.000
