 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.085,0.593,0.608,0.034,0.000
model.000.01.pdb,0.145,0.079,0.085,0.014,0.015
model.000.02.pdb,0.081,0.636,0.686,0.067,0.000
model.000.03.pdb,0.348,0.117,0.079,0.460,0.211
model.000.04.pdb,0.057,0.780,0.809,0.044,0.000
