 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.028,0.183,0.155,0.000,0.000
model.000.01.pdb,0.209,0.054,0.042,0.037,0.130
model.000.02.pdb,0.013,0.529,0.510,0.012,0.000
model.000.03.pdb,0.139,0.317,0.316,0.049,0.013
model.000.04.pdb,0.354,0.049,0.040,0.754,0.500
