 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.025,0.234,0.190,0.090,0.026
model.000.01.pdb,0.096,0.375,0.352,0.025,0.000
model.000.02.pdb,0.375,0.079,0.057,0.619,0.391
model.000.03.pdb,0.000,0.152,0.115,0.078,0.123
model.000.04.pdb,0.169,0.141,0.131,0.026,0.014
