 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.095,0.011,0.480,0.286,0.396
model.000.01.pdb,0.050,0.014,0.098,0.000,0.600
model.000.02.pdb,0.076,0.011,0.393,0.246,0.238
model.000.03.pdb,0.013,0.230,0.000,0.029,0.028
model.000.04.pdb,0.091,0.022,0.481,0.339,0.242
