 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.169,0.088,0.022,0.760,0.029
model.000.01.pdb,0.013,0.042,0.382,0.011,0.127
model.000.02.pdb,0.119,0.553,0.000,0.160,0.278
model.000.03.pdb,0.340,0.000,0.205,0.186,0.000
model.000.04.pdb,0.281,0.333,0.100,0.119,0.169
