 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.028,0.068,0.074,0.393,0.096
model.000.01.pdb,0.037,0.011,0.366,0.145,0.011
model.000.02.pdb,0.082,0.412,0.000,0.200,0.352
model.000.03.pdb,0.208,0.296,0.000,0.333,0.203
model.000.04.pdb,0.000,0.241,0.000,0.013,0.490
