 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.000,0.415,0.000,0.091,0.317
model.000.01.pdb,0.000,0.182,0.063,0.082,0.196
model.000.02.pdb,0.241,0.226,0.012,0.254,0.052
model.000.03.pdb,0.000,0.784,0.037,0.013,0.632
model.000.04.pdb,0.155,0.022,0.606,0.135,0.011
