 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.022,0.509,0.000,0.204,0.022
model.000.01.pdb,0.333,0.000,0.297,0.000,0.403
model.000.02.pdb,0.012,0.323,0.000,0.034,0.035
model.000.03.pdb,0.153,0.114,0.175,0.213,0.037
model.000.04.pdb,0.422,0.000,0.519,0.083,0.310
