 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.314,0.121,0.423,0.562,0.020
model.000.01.pdb,0.361,0.217,0.037,0.500,0.000
model.000.02.pdb,0.183,0.054,0.393,0.362,0.069
model.000.03.pdb,0.000,0.014,0.014,0.071,0.465
model.000.04.pdb,0.228,0.055,0.453,0.393,0.029
