,1190.0,1276.0,1262.0,1269.0,1202.0,1266.0,1267.0,1268.0,1245.0,1260.0
1190.0,0.0,0.14875,0.3425,0.29625,0.3175,0.405,0.22625,0.43875,0.45625,0.41625
1276.0,0.14875,0.0,0.2075,0.28125,0.2375,0.32,0.17125,0.22625,0.25625,0.27125
1262.0,0.3425,0.2075,0.0,0.39,0.3975,0.41625,0.1925,0.265,0.17,0.1725
1269.0,0.29625,0.28125,0.39,0.0,0.3925,0.45125,0.3075,0.33,0.5175,0.50375
1202.0,0.3175,0.2375,0.3975,0.3925,0.0,0.44,0.3375,0.42625,0.36,0.31375
1266.0,0.405,0.32,0.41625,0.45125,0.44,0.0,0.2775,0.41625,0.32625,0.32875
1267.0,0.22625,0.17125,0.1925,0.3075,0.3375,0.2775,0.0,0.2625,0.22,0.24125
1268.0,0.43875,0.22625,0.265,0.33,0.42625,0.41625,0.2625,0.0,0.3475,0.33875
1245.0,0.45625,0.25625,0.17,0.5175,0.36,0.32625,0.22,0.3475,0.0,0.11625
1260.0,0.41625,0.27125,0.1725,0.50375,0.31375,0.32875,0.24125,0.33875,0.11625,0.0
