,1190.0,1276.0,1262.0,1269.0,1202.0,1266.0,1267.0,1268.0,1245.0,1260.0
1190.0,0.0,0.065,0.2325,0.19,0.1575,0.2775,0.11125,0.2125,0.27625,0.20375
1276.0,0.065,0.0,0.13125,0.16625,0.12375,0.22,0.09875,0.1225,0.17875,0.165
1262.0,0.2325,0.13125,0.0,0.24375,0.23875,0.21375,0.10875,0.1425,0.07375,0.06375
1269.0,0.19,0.16625,0.24375,0.0,0.24125,0.25,0.18,0.15875,0.3175,0.29
1202.0,0.1575,0.12375,0.23875,0.24125,0.0,0.2075,0.17,0.19125,0.18125,0.15125
1266.0,0.2775,0.22,0.21375,0.25,0.2075,0.0,0.155,0.25625,0.14625,0.1575
1267.0,0.11125,0.09875,0.10875,0.18,0.17,0.155,0.0,0.15875,0.125,0.13875
1268.0,0.2125,0.1225,0.1425,0.15875,0.19125,0.25625,0.15875,0.0,0.1875,0.19625
1245.0,0.27625,0.17875,0.07375,0.3175,0.18125,0.14625,0.125,0.1875,0.0,0.0525
1260.0,0.20375,0.165,0.06375,0.29,0.15125,0.1575,0.13875,0.19625,0.0525,0.0
