,1190.0,1276.0,1262.0,1269.0,1202.0,1266.0,1267.0,1268.0,1245.0,1260.0
1190.0,0.0,0.01,0.04875,0.0725,0.01375,0.07875,0.01125,0.03125,0.05875,0.045
1276.0,0.01,0.0,0.01375,0.0625,0.02375,0.0525,0.02375,0.005,0.015,0.00875
1262.0,0.04875,0.01375,0.0,0.0075,0.01375,0.02125,0.005,0.015,0.0025,0.0025
1269.0,0.0725,0.0625,0.0075,0.0,0.005,0.025,0.00875,0.0375,0.01,0.03
1202.0,0.01375,0.02375,0.01375,0.005,0.0,0.02125,0.00875,0.0175,0.01,0.0125
1266.0,0.07875,0.0525,0.02125,0.025,0.02125,0.0,0.0125,0.04375,0.01375,0.01
1267.0,0.01125,0.02375,0.005,0.00875,0.00875,0.0125,0.0,0.01125,0.00625,0.02875
1268.0,0.03125,0.005,0.015,0.0375,0.0175,0.04375,0.01125,0.0,0.02,0.02125
1245.0,0.05875,0.015,0.0025,0.01,0.01,0.01375,0.00625,0.02,0.0,0.0025
1260.0,0.045,0.00875,0.0025,0.03,0.0125,0.01,0.02875,0.02125,0.0025,0.0
