,1190.0,1276.0,1262.0,1269.0,1202.0,1266.0,1267.0,1268.0,1245.0,1260.0
1190.0,0.0,0.0225,0.0975,0.105,0.0275,0.1275,0.0325,0.0525,0.095,0.065
1276.0,0.0225,0.0,0.0375,0.08125,0.04125,0.095,0.0375,0.01875,0.045,0.02625
1262.0,0.0975,0.0375,0.0,0.03625,0.06375,0.0625,0.02875,0.0275,0.01375,0.02
1269.0,0.105,0.08125,0.03625,0.0,0.03,0.06125,0.02625,0.065,0.045,0.075
1202.0,0.0275,0.04125,0.06375,0.03,0.0,0.0525,0.045,0.03625,0.03375,0.03125
1266.0,0.1275,0.095,0.0625,0.06125,0.0525,0.0,0.03875,0.0925,0.03125,0.0375
1267.0,0.0325,0.0375,0.02875,0.02625,0.045,0.03875,0.0,0.04375,0.03625,0.04875
1268.0,0.0525,0.01875,0.0275,0.065,0.03625,0.0925,0.04375,0.0,0.0425,0.03875
1245.0,0.095,0.045,0.01375,0.045,0.03375,0.03125,0.03625,0.0425,0.0,0.0075
1260.0,0.065,0.02625,0.02,0.075,0.03125,0.0375,0.04875,0.03875,0.0075,0.0
