,1190.0,1276.0,1262.0,1269.0,1202.0,1266.0,1267.0,1268.0,1245.0,1260.0
1190.0,0.0,0.25,0.55,0.825,1.0,0.75,0.6,0.7,0.65,0.725
1276.0,0.25,0.0,0.5,0.7,0.95,0.875,0.625,0.675,0.6,0.475
1262.0,0.55,0.5,0.0,0.625,1.0,0.7,0.5,0.7,0.65,0.65
1269.0,0.825,0.7,0.625,0.0,0.95,0.825,0.8,0.9,0.825,0.775
1202.0,1.0,0.95,1.0,0.95,0.0,0.8,0.95,0.9,0.775,0.7
1266.0,0.75,0.875,0.7,0.825,0.8,0.0,0.65,0.925,0.75,0.75
1267.0,0.6,0.625,0.5,0.8,0.95,0.65,0.0,0.65,0.5,0.625
1268.0,0.7,0.675,0.7,0.9,0.9,0.925,0.65,0.0,0.525,0.7
1245.0,0.65,0.6,0.65,0.825,0.775,0.75,0.5,0.525,0.0,0.25
1260.0,0.725,0.475,0.65,0.775,0.7,0.75,0.625,0.7,0.25,0.0
