 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.175,0.255,0.500,0.422,0.513,0.340,0.233,0.357,0.500,0.000,0.000,0.314,0.105,0.164,0.052,0.196,0.000,0.228,0.000
model.000.01.pdb,0.175,1.000,0.254,0.154,0.145,0.121,0.139,0.290,0.043,0.250,0.000,0.179,0.155,0.054,0.295,0.070,0.188,0.000,0.214,0.000
model.000.02.pdb,0.255,0.254,1.000,0.286,0.246,0.365,0.113,0.720,0.150,0.385,0.000,0.000,0.097,0.389,0.041,0.404,0.039,0.043,0.640,0.125
model.000.03.pdb,0.500,0.154,0.286,1.000,0.714,0.675,0.471,0.262,0.585,0.581,0.000,0.000,0.364,0.109,0.059,0.078,0.230,0.000,0.238,0.062
model.000.04.pdb,0.422,0.145,0.246,0.714,1.000,0.651,0.580,0.229,0.605,0.600,0.000,0.000,0.491,0.087,0.056,0.058,0.317,0.029,0.206,0.075
model.000.05.pdb,0.513,0.121,0.365,0.675,0.651,1.000,0.423,0.328,0.488,0.675,0.000,0.000,0.321,0.148,0.044,0.153,0.213,0.000,0.305,0.047
model.000.06.pdb,0.340,0.139,0.113,0.471,0.580,0.423,1.000,0.127,0.500,0.364,0.000,0.013,0.745,0.054,0.197,0.013,0.491,0.056,0.090,0.056
model.000.07.pdb,0.233,0.290,0.720,0.262,0.229,0.328,0.127,1.000,0.145,0.367,0.000,0.012,0.099,0.417,0.075,0.509,0.072,0.079,0.736,0.155
model.000.08.pdb,0.357,0.043,0.150,0.585,0.605,0.488,0.500,0.145,1.000,0.327,0.000,0.000,0.412,0.097,0.030,0.065,0.241,0.048,0.136,0.102
model.000.09.pdb,0.500,0.250,0.385,0.581,0.600,0.675,0.364,0.367,0.327,1.000,0.000,0.000,0.293,0.092,0.143,0.078,0.250,0.000,0.300,0.030
model.000.10.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.047,0.000,0.065,0.000,0.032,0.000,0.145,0.014,0.050
model.000.11.pdb,0.000,0.179,0.000,0.000,0.000,0.000,0.013,0.012,0.000,0.000,0.047,1.000,0.013,0.000,0.267,0.014,0.097,0.000,0.000,0.000
model.000.12.pdb,0.314,0.155,0.097,0.364,0.491,0.321,0.745,0.099,0.412,0.293,0.000,0.013,1.000,0.054,0.234,0.013,0.608,0.056,0.076,0.056
model.000.13.pdb,0.105,0.054,0.389,0.109,0.087,0.148,0.054,0.417,0.097,0.092,0.065,0.000,0.054,1.000,0.000,0.565,0.000,0.092,0.446,0.145
model.000.14.pdb,0.164,0.295,0.041,0.059,0.056,0.044,0.197,0.075,0.030,0.143,0.000,0.267,0.234,0.000,1.000,0.000,0.411,0.000,0.038,0.000
model.000.15.pdb,0.052,0.070,0.404,0.078,0.058,0.153,0.013,0.509,0.065,0.078,0.032,0.014,0.013,0.565,0.000,1.000,0.000,0.095,0.549,0.211
model.000.16.pdb,0.196,0.188,0.039,0.230,0.317,0.213,0.491,0.072,0.241,0.250,0.000,0.097,0.608,0.000,0.411,0.000,1.000,0.027,0.049,0.014
model.000.17.pdb,0.000,0.000,0.043,0.000,0.029,0.000,0.056,0.079,0.048,0.000,0.145,0.000,0.056,0.092,0.000,0.095,0.027,1.000,0.068,0.511
model.000.18.pdb,0.228,0.214,0.640,0.238,0.206,0.305,0.090,0.736,0.136,0.300,0.014,0.000,0.076,0.446,0.038,0.549,0.049,0.068,1.000,0.164
model.000.19.pdb,0.000,0.000,0.125,0.062,0.075,0.047,0.056,0.155,0.102,0.030,0.050,0.000,0.056,0.145,0.000,0.211,0.014,0.511,0.164,1.000
