 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.211,0.333,0.200,0.340,0.340,0.250,0.050,0.364,0.000,0.275,0.300,0.154,0.224,0.100,0.000,0.232,0.488,0.362,0.182,0.419
model.000.01.pdb,0.167,0.145,0.136,0.322,0.182,0.104,0.164,0.103,0.014,0.143,0.067,0.042,0.562,0.141,0.000,0.120,0.145,0.215,0.176,0.101
model.000.02.pdb,0.588,0.101,0.636,0.500,0.705,0.093,0.339,0.125,0.108,0.085,0.116,0.043,0.125,0.000,0.000,0.066,0.357,0.689,0.013,0.237
model.000.03.pdb,0.242,0.440,0.283,0.340,0.392,0.368,0.076,0.478,0.000,0.404,0.460,0.308,0.133,0.104,0.014,0.262,0.714,0.358,0.159,0.683
model.000.04.pdb,0.209,0.520,0.241,0.316,0.339,0.491,0.071,0.532,0.000,0.481,0.638,0.469,0.108,0.182,0.068,0.373,0.652,0.288,0.262,0.825
model.000.05.pdb,0.310,0.392,0.367,0.373,0.489,0.328,0.094,0.457,0.000,0.333,0.412,0.264,0.098,0.106,0.000,0.246,0.775,0.420,0.143,0.659
model.000.06.pdb,0.105,0.681,0.119,0.164,0.200,0.604,0.000,0.630,0.000,0.667,0.633,0.531,0.210,0.350,0.080,0.585,0.436,0.145,0.455,0.583
model.000.07.pdb,0.685,0.103,0.519,0.545,0.635,0.082,0.466,0.123,0.155,0.087,0.101,0.051,0.188,0.035,0.000,0.083,0.323,0.623,0.036,0.203
model.000.08.pdb,0.175,0.438,0.226,0.172,0.236,0.415,0.000,0.512,0.000,0.458,0.556,0.413,0.048,0.127,0.060,0.298,0.500,0.232,0.207,0.610
model.000.09.pdb,0.242,0.333,0.236,0.420,0.449,0.300,0.127,0.360,0.000,0.281,0.352,0.236,0.214,0.138,0.000,0.262,0.674,0.469,0.159,0.500
model.000.10.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.000,0.000
model.000.11.pdb,0.013,0.000,0.000,0.027,0.000,0.108,0.014,0.000,0.000,0.027,0.013,0.029,0.125,0.164,0.130,0.066,0.000,0.000,0.116,0.000
model.000.12.pdb,0.105,0.795,0.119,0.130,0.164,0.667,0.013,0.667,0.000,0.739,0.633,0.531,0.190,0.421,0.110,0.680,0.362,0.129,0.569,0.520
model.000.13.pdb,0.509,0.056,0.392,0.233,0.321,0.052,0.423,0.092,0.268,0.070,0.070,0.029,0.014,0.000,0.000,0.013,0.154,0.316,0.000,0.125
model.000.14.pdb,0.013,0.226,0.000,0.071,0.087,0.242,0.014,0.200,0.000,0.242,0.100,0.125,0.500,0.500,0.068,0.286,0.070,0.070,0.453,0.058
model.000.15.pdb,0.560,0.014,0.408,0.263,0.333,0.013,0.532,0.045,0.278,0.028,0.028,0.000,0.030,0.000,0.000,0.000,0.159,0.327,0.000,0.077
model.000.16.pdb,0.050,0.580,0.042,0.083,0.083,0.604,0.013,0.500,0.000,0.538,0.429,0.442,0.250,0.620,0.080,0.680,0.234,0.068,0.778,0.333
model.000.17.pdb,0.069,0.000,0.046,0.000,0.044,0.054,0.044,0.000,0.333,0.014,0.090,0.097,0.000,0.028,0.345,0.069,0.000,0.075,0.028,0.015
model.000.18.pdb,0.673,0.079,0.560,0.473,0.558,0.073,0.473,0.099,0.182,0.064,0.092,0.026,0.114,0.012,0.000,0.061,0.302,0.608,0.012,0.179
model.000.19.pdb,0.149,0.029,0.153,0.044,0.127,0.054,0.109,0.015,0.283,0.058,0.074,0.079,0.000,0.000,0.276,0.041,0.075,0.161,0.028,0.062
