 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.013,0.520,0.054,0.104,0.263,0.097,0.095,0.732,0.542,0.136,0.388,0.291,0.203,0.123,0.180,0.000,0.121,0.510,0.560,0.000
model.000.01.pdb,0.625,0.013,0.339,0.536,0.237,0.509,0.296,0.000,0.000,0.000,0.113,0.161,0.279,0.509,0.281,0.028,0.415,0.000,0.000,0.531
model.000.02.pdb,0.014,0.600,0.000,0.052,0.214,0.056,0.066,0.595,0.628,0.183,0.255,0.218,0.141,0.083,0.115,0.000,0.094,0.556,0.574,0.000
model.000.03.pdb,0.000,0.310,0.013,0.000,0.014,0.000,0.000,0.268,0.321,0.630,0.030,0.000,0.000,0.000,0.000,0.043,0.000,0.345,0.368,0.000
model.000.04.pdb,0.027,0.562,0.013,0.120,0.315,0.099,0.153,0.591,0.587,0.156,0.314,0.321,0.226,0.157,0.203,0.000,0.159,0.553,0.481,0.000
model.000.05.pdb,0.045,0.278,0.060,0.300,0.585,0.200,0.292,0.362,0.288,0.015,0.605,0.600,0.429,0.316,0.444,0.000,0.367,0.340,0.224,0.031
model.000.06.pdb,0.038,0.688,0.000,0.098,0.242,0.135,0.156,0.434,0.491,0.250,0.217,0.226,0.171,0.101,0.149,0.000,0.097,0.491,0.482,0.000
model.000.07.pdb,0.000,0.333,0.000,0.000,0.015,0.000,0.000,0.241,0.321,0.614,0.032,0.000,0.000,0.000,0.000,0.030,0.000,0.321,0.345,0.000
model.000.08.pdb,0.000,0.224,0.058,0.013,0.081,0.000,0.000,0.320,0.302,0.250,0.167,0.048,0.029,0.027,0.031,0.015,0.030,0.327,0.377,0.000
model.000.09.pdb,0.000,0.339,0.000,0.000,0.014,0.000,0.000,0.254,0.328,0.560,0.029,0.000,0.000,0.000,0.000,0.087,0.000,0.351,0.373,0.000
model.000.10.pdb,0.262,0.101,0.147,0.604,0.674,0.519,0.683,0.145,0.121,0.000,0.447,0.651,0.750,0.640,0.846,0.000,0.542,0.156,0.083,0.213
model.000.11.pdb,0.162,0.238,0.000,0.048,0.057,0.141,0.076,0.090,0.152,0.283,0.045,0.090,0.097,0.024,0.028,0.072,0.013,0.134,0.143,0.013
model.000.12.pdb,0.000,0.328,0.000,0.000,0.014,0.000,0.000,0.241,0.293,0.767,0.030,0.000,0.000,0.000,0.000,0.106,0.000,0.339,0.339,0.000
model.000.13.pdb,0.071,0.000,0.382,0.107,0.061,0.069,0.047,0.000,0.000,0.000,0.015,0.030,0.042,0.159,0.045,0.167,0.143,0.000,0.000,0.333
model.000.14.pdb,0.000,0.562,0.000,0.091,0.291,0.083,0.133,0.667,0.622,0.213,0.314,0.273,0.169,0.125,0.164,0.000,0.123,0.587,0.540,0.000
model.000.15.pdb,0.733,0.013,0.145,0.410,0.197,0.509,0.296,0.014,0.014,0.013,0.095,0.161,0.258,0.317,0.259,0.074,0.271,0.014,0.000,0.316
model.000.16.pdb,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.255,0.000,0.000,0.000,0.000,0.000,0.419,0.000,0.016,0.015,0.000
model.000.17.pdb,0.000,0.095,0.203,0.000,0.000,0.000,0.000,0.123,0.136,0.153,0.034,0.000,0.000,0.000,0.000,0.016,0.000,0.136,0.183,0.063
model.000.18.pdb,0.104,0.404,0.000,0.051,0.062,0.118,0.065,0.259,0.315,0.241,0.048,0.062,0.121,0.026,0.045,0.000,0.014,0.291,0.316,0.000
model.000.19.pdb,0.300,0.069,0.295,0.720,0.553,0.455,0.489,0.108,0.103,0.000,0.353,0.500,0.560,0.766,0.622,0.000,0.705,0.136,0.068,0.316
