 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.014,0.100,0.119,0.000,0.110,0.057,0.014,0.259,0.074,0.154,0.156,0.042,0.153,0.110,0.087,0.045,0.000,0.053,0.013,0.235
model.000.01.pdb,0.432,0.558,0.477,0.217,0.110,0.455,0.364,0.000,0.312,0.067,0.208,0.327,0.018,0.076,0.413,0.224,0.351,0.605,0.000,0.014
model.000.02.pdb,0.125,0.118,0.156,0.102,0.731,0.106,0.150,0.440,0.000,0.648,0.000,0.000,0.523,0.633,0.194,0.232,0.054,0.068,0.364,0.456
model.000.03.pdb,0.190,0.159,0.268,0.240,0.642,0.186,0.269,0.211,0.000,0.536,0.000,0.000,0.306,0.604,0.224,0.375,0.167,0.154,0.286,0.311
model.000.04.pdb,0.364,0.280,0.170,0.262,0.040,0.326,0.326,0.000,0.395,0.027,0.271,0.292,0.000,0.015,0.170,0.118,0.424,0.467,0.000,0.000
model.000.05.pdb,0.345,0.640,0.569,0.076,0.185,0.436,0.293,0.068,0.345,0.131,0.234,0.250,0.123,0.162,0.569,0.316,0.161,0.500,0.013,0.072
model.000.06.pdb,0.077,0.072,0.075,0.000,0.544,0.044,0.063,0.667,0.000,0.611,0.000,0.000,0.625,0.592,0.125,0.136,0.000,0.027,0.259,0.688
model.000.07.pdb,0.175,0.420,0.327,0.034,0.062,0.236,0.123,0.081,0.314,0.063,0.236,0.255,0.069,0.056,0.278,0.143,0.080,0.352,0.000,0.054
model.000.08.pdb,0.217,0.222,0.293,0.222,0.685,0.233,0.296,0.237,0.000,0.552,0.000,0.014,0.360,0.588,0.316,0.400,0.154,0.179,0.288,0.312
model.000.09.pdb,0.200,0.434,0.370,0.048,0.071,0.259,0.169,0.108,0.263,0.060,0.197,0.233,0.081,0.053,0.321,0.150,0.113,0.368,0.000,0.078
model.000.10.pdb,0.016,0.015,0.000,0.000,0.242,0.000,0.000,0.641,0.000,0.373,0.000,0.000,0.341,0.286,0.015,0.017,0.000,0.000,0.136,0.630
model.000.11.pdb,0.014,0.014,0.000,0.000,0.375,0.000,0.000,0.667,0.000,0.526,0.000,0.000,0.444,0.393,0.029,0.047,0.000,0.000,0.259,0.800
model.000.12.pdb,0.188,0.176,0.238,0.150,0.774,0.167,0.237,0.357,0.000,0.661,0.000,0.000,0.479,0.750,0.238,0.377,0.086,0.139,0.295,0.450
model.000.13.pdb,0.109,0.339,0.281,0.016,0.060,0.161,0.097,0.145,0.291,0.073,0.241,0.197,0.082,0.082,0.217,0.115,0.055,0.283,0.014,0.108
model.000.14.pdb,0.327,0.622,0.420,0.088,0.087,0.373,0.269,0.015,0.380,0.049,0.273,0.340,0.049,0.055,0.392,0.179,0.191,0.500,0.000,0.013
model.000.15.pdb,0.320,0.591,0.659,0.113,0.183,0.426,0.312,0.082,0.158,0.137,0.117,0.172,0.109,0.138,0.545,0.340,0.152,0.440,0.000,0.041
model.000.16.pdb,0.194,0.472,0.333,0.063,0.057,0.250,0.164,0.088,0.396,0.058,0.316,0.267,0.045,0.065,0.288,0.127,0.130,0.379,0.000,0.062
model.000.17.pdb,0.578,0.630,0.553,0.231,0.127,0.636,0.447,0.029,0.224,0.086,0.125,0.237,0.065,0.097,0.553,0.333,0.318,0.711,0.000,0.025
model.000.18.pdb,0.175,0.418,0.333,0.047,0.034,0.230,0.145,0.088,0.321,0.034,0.271,0.206,0.030,0.025,0.288,0.127,0.089,0.333,0.000,0.049
model.000.19.pdb,0.000,0.013,0.027,0.015,0.431,0.013,0.014,0.531,0.000,0.533,0.000,0.000,0.400,0.407,0.041,0.043,0.000,0.013,0.300,0.720
