 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.029,0.060,0.396,0.037,0.152,0.062,0.500,0.179,0.108,0.111,0.066,0.039,0.302,0.145,0.026,0.254,0.000,0.110,0.160,0.000
model.000.01.pdb,0.579,0.245,0.185,0.138,0.435,0.071,0.204,0.030,0.636,0.707,0.651,0.167,0.241,0.605,0.094,0.468,0.405,0.690,0.027,0.226
model.000.02.pdb,0.078,0.000,0.028,0.660,0.119,0.680,0.028,0.625,0.095,0.097,0.067,0.491,0.000,0.068,0.646,0.083,0.030,0.096,0.654,0.000
model.000.03.pdb,0.158,0.000,0.014,0.778,0.220,0.653,0.014,0.364,0.130,0.152,0.167,0.652,0.000,0.103,0.767,0.056,0.140,0.185,0.509,0.060
model.000.04.pdb,0.390,0.349,0.130,0.060,0.189,0.014,0.088,0.000,0.353,0.367,0.478,0.063,0.211,0.435,0.031,0.245,0.514,0.417,0.000,0.378
model.000.05.pdb,0.364,0.246,0.317,0.219,0.500,0.154,0.290,0.135,0.611,0.635,0.483,0.250,0.243,0.680,0.164,0.615,0.233,0.593,0.108,0.143
model.000.06.pdb,0.031,0.000,0.076,0.421,0.043,0.547,0.075,0.900,0.039,0.041,0.026,0.351,0.026,0.041,0.426,0.056,0.000,0.040,0.647,0.000
model.000.07.pdb,0.231,0.250,0.511,0.026,0.373,0.026,0.568,0.074,0.434,0.396,0.316,0.072,0.333,0.521,0.014,0.622,0.125,0.442,0.052,0.095
model.000.08.pdb,0.167,0.000,0.028,0.826,0.246,0.667,0.027,0.386,0.171,0.194,0.157,0.702,0.000,0.129,0.739,0.129,0.113,0.191,0.526,0.042
model.000.09.pdb,0.255,0.207,0.490,0.051,0.389,0.050,0.542,0.083,0.446,0.411,0.356,0.097,0.350,0.529,0.026,0.696,0.133,0.455,0.062,0.104
model.000.10.pdb,0.000,0.000,0.121,0.136,0.015,0.267,0.138,0.458,0.014,0.000,0.000,0.109,0.074,0.014,0.164,0.045,0.000,0.000,0.368,0.000
model.000.11.pdb,0.000,0.000,0.092,0.266,0.014,0.414,0.108,0.617,0.013,0.000,0.000,0.203,0.053,0.013,0.305,0.027,0.000,0.000,0.527,0.000
model.000.12.pdb,0.141,0.000,0.041,0.776,0.197,0.760,0.054,0.547,0.133,0.137,0.135,0.660,0.012,0.093,0.729,0.108,0.075,0.151,0.667,0.013
model.000.13.pdb,0.153,0.211,0.674,0.038,0.321,0.051,0.587,0.100,0.333,0.322,0.215,0.054,0.429,0.426,0.026,0.571,0.098,0.317,0.062,0.058
model.000.14.pdb,0.467,0.314,0.321,0.096,0.440,0.052,0.315,0.042,0.660,0.689,0.510,0.134,0.322,0.705,0.070,0.667,0.300,0.638,0.037,0.203
model.000.15.pdb,0.370,0.103,0.340,0.167,0.683,0.130,0.388,0.108,0.531,0.553,0.423,0.237,0.190,0.532,0.141,0.600,0.127,0.542,0.081,0.062
model.000.16.pdb,0.268,0.309,0.500,0.049,0.375,0.036,0.462,0.053,0.456,0.473,0.367,0.080,0.431,0.569,0.025,0.667,0.186,0.519,0.048,0.118
model.000.17.pdb,0.581,0.190,0.220,0.155,0.574,0.092,0.237,0.055,0.569,0.660,0.717,0.200,0.159,0.604,0.114,0.481,0.340,0.580,0.049,0.281
model.000.18.pdb,0.224,0.241,0.500,0.037,0.375,0.024,0.551,0.053,0.407,0.397,0.344,0.080,0.456,0.538,0.013,0.667,0.111,0.390,0.035,0.086
model.000.19.pdb,0.000,0.000,0.070,0.303,0.040,0.426,0.085,0.558,0.024,0.012,0.025,0.242,0.024,0.013,0.323,0.038,0.000,0.025,0.561,0.000
