 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.125,0.711,0.481,0.538,0.101,0.569,0.149,0.167,0.108,0.139,0.069,0.069,0.000,0.000,0.062,0.286,0.528,0.025,0.219
model.000.01.pdb,0.125,1.000,0.143,0.136,0.190,0.577,0.014,0.800,0.000,0.750,0.604,0.500,0.180,0.418,0.040,0.620,0.407,0.134,0.481,0.553
model.000.02.pdb,0.711,0.143,1.000,0.449,0.614,0.114,0.365,0.172,0.115,0.141,0.159,0.079,0.046,0.000,0.000,0.055,0.358,0.565,0.014,0.255
model.000.03.pdb,0.481,0.136,0.449,1.000,0.451,0.125,0.370,0.145,0.044,0.101,0.152,0.076,0.246,0.027,0.000,0.111,0.415,0.442,0.070,0.241
model.000.04.pdb,0.538,0.190,0.614,0.451,1.000,0.141,0.254,0.224,0.092,0.152,0.188,0.076,0.145,0.041,0.000,0.111,0.442,0.705,0.056,0.333
model.000.05.pdb,0.101,0.577,0.114,0.125,0.141,1.000,0.013,0.529,0.000,0.537,0.694,0.625,0.099,0.424,0.135,0.706,0.367,0.123,0.566,0.519
model.000.06.pdb,0.569,0.014,0.365,0.370,0.254,0.013,1.000,0.000,0.268,0.000,0.013,0.000,0.076,0.000,0.000,0.013,0.119,0.250,0.000,0.043
model.000.07.pdb,0.149,0.800,0.172,0.145,0.224,0.529,0.000,1.000,0.000,0.738,0.553,0.447,0.153,0.345,0.028,0.540,0.440,0.161,0.431,0.605
model.000.08.pdb,0.167,0.000,0.115,0.044,0.092,0.000,0.268,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.088,0.000,0.000,0.091,0.000,0.000
model.000.09.pdb,0.108,0.750,0.141,0.101,0.152,0.537,0.000,0.738,0.000,1.000,0.529,0.490,0.197,0.411,0.053,0.519,0.375,0.116,0.500,0.510
model.000.10.pdb,0.139,0.604,0.159,0.152,0.188,0.694,0.013,0.553,0.000,0.529,1.000,0.780,0.043,0.295,0.145,0.608,0.426,0.149,0.368,0.644
model.000.11.pdb,0.069,0.500,0.079,0.076,0.076,0.625,0.000,0.447,0.000,0.490,0.780,1.000,0.030,0.345,0.175,0.604,0.286,0.059,0.404,0.468
model.000.12.pdb,0.069,0.180,0.046,0.246,0.145,0.099,0.076,0.153,0.000,0.197,0.043,0.030,1.000,0.233,0.000,0.149,0.125,0.143,0.281,0.078
model.000.13.pdb,0.000,0.418,0.000,0.027,0.041,0.424,0.000,0.345,0.000,0.411,0.295,0.345,0.233,1.000,0.176,0.566,0.114,0.013,0.612,0.190
model.000.14.pdb,0.000,0.040,0.000,0.000,0.000,0.135,0.000,0.028,0.088,0.053,0.145,0.175,0.000,0.176,1.000,0.153,0.000,0.000,0.097,0.056
model.000.15.pdb,0.062,0.620,0.055,0.111,0.111,0.706,0.013,0.540,0.000,0.519,0.608,0.604,0.149,0.566,0.153,1.000,0.266,0.080,0.640,0.393
model.000.16.pdb,0.286,0.407,0.358,0.415,0.442,0.367,0.119,0.440,0.000,0.375,0.426,0.286,0.125,0.114,0.000,0.266,1.000,0.434,0.167,0.622
model.000.17.pdb,0.528,0.134,0.565,0.442,0.705,0.123,0.250,0.161,0.091,0.116,0.149,0.059,0.143,0.013,0.000,0.080,0.434,1.000,0.027,0.259
model.000.18.pdb,0.025,0.481,0.014,0.070,0.056,0.566,0.000,0.431,0.000,0.500,0.368,0.404,0.281,0.612,0.097,0.640,0.167,0.027,1.000,0.276
model.000.19.pdb,0.219,0.553,0.255,0.241,0.333,0.519,0.043,0.605,0.000,0.510,0.644,0.468,0.078,0.190,0.056,0.393,0.622,0.259,0.276,1.000
