 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.381,0.378,0.395,0.133,0.288,0.372,0.310,0.137,0.000,0.210,0.000,0.000,0.233,0.245,0.429,0.571,0.154,0.306,0.000,0.095
model.000.01.pdb,0.090,0.222,0.230,0.000,0.152,0.138,0.061,0.237,0.141,0.139,0.156,0.087,0.172,0.141,0.190,0.111,0.000,0.179,0.013,0.183
model.000.02.pdb,0.489,0.609,0.500,0.235,0.128,0.578,0.457,0.029,0.228,0.087,0.145,0.200,0.048,0.083,0.532,0.264,0.390,0.689,0.000,0.013
model.000.03.pdb,0.347,0.373,0.581,0.229,0.424,0.457,0.465,0.100,0.000,0.317,0.000,0.015,0.220,0.396,0.511,0.658,0.233,0.358,0.095,0.132
model.000.04.pdb,0.346,0.345,0.469,0.212,0.517,0.365,0.367,0.148,0.000,0.426,0.000,0.014,0.275,0.529,0.469,0.558,0.163,0.288,0.159,0.209
model.000.05.pdb,0.477,0.408,0.595,0.234,0.383,0.535,0.512,0.121,0.032,0.262,0.015,0.047,0.224,0.352,0.595,0.632,0.268,0.420,0.030,0.134
model.000.06.pdb,0.177,0.185,0.271,0.158,0.685,0.194,0.207,0.327,0.000,0.579,0.000,0.000,0.478,0.688,0.271,0.373,0.091,0.145,0.206,0.355
model.000.07.pdb,0.429,0.556,0.414,0.177,0.140,0.500,0.351,0.053,0.333,0.090,0.227,0.281,0.071,0.086,0.464,0.242,0.288,0.593,0.000,0.034
model.000.08.pdb,0.312,0.218,0.327,0.333,0.446,0.280,0.395,0.105,0.000,0.404,0.000,0.000,0.208,0.479,0.300,0.579,0.220,0.255,0.158,0.156
model.000.09.pdb,0.375,0.522,0.545,0.113,0.333,0.457,0.312,0.158,0.031,0.239,0.015,0.046,0.245,0.298,0.659,0.465,0.152,0.358,0.015,0.149
model.000.10.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.109,0.000,0.127,0.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
model.000.11.pdb,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.148,0.045,0.087,0.127,0.014,0.032,0.054,0.000,0.000,0.000,0.000,0.141,0.246
model.000.12.pdb,0.177,0.149,0.190,0.158,0.685,0.138,0.207,0.404,0.000,0.636,0.000,0.000,0.478,0.723,0.210,0.321,0.091,0.113,0.226,0.424
model.000.13.pdb,0.302,0.281,0.183,0.240,0.074,0.296,0.269,0.000,0.468,0.062,0.273,0.340,0.000,0.055,0.183,0.138,0.366,0.389,0.000,0.000
model.000.14.pdb,0.000,0.042,0.029,0.000,0.239,0.014,0.000,0.522,0.000,0.318,0.000,0.000,0.300,0.258,0.043,0.063,0.000,0.013,0.123,0.558
model.000.15.pdb,0.314,0.268,0.169,0.200,0.037,0.308,0.255,0.000,0.523,0.024,0.388,0.353,0.000,0.014,0.169,0.103,0.350,0.404,0.000,0.000
model.000.16.pdb,0.090,0.100,0.103,0.015,0.596,0.072,0.077,0.553,0.000,0.579,0.000,0.000,0.545,0.620,0.154,0.186,0.000,0.053,0.226,0.647
model.000.17.pdb,0.100,0.014,0.000,0.180,0.050,0.063,0.068,0.000,0.048,0.037,0.015,0.214,0.000,0.028,0.030,0.000,0.060,0.059,0.169,0.027
model.000.18.pdb,0.462,0.569,0.418,0.169,0.106,0.481,0.352,0.013,0.333,0.057,0.203,0.322,0.044,0.063,0.418,0.237,0.286,0.608,0.000,0.012
model.000.19.pdb,0.222,0.077,0.030,0.372,0.050,0.175,0.189,0.000,0.100,0.064,0.047,0.214,0.000,0.042,0.097,0.050,0.233,0.161,0.169,0.000
