 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.500,0.309,0.093,0.588,0.076,0.367,0.286,0.090,0.069,0.283,0.509,0.543,0.444,0.060,0.175,0.029,0.067,0.000,0.131,0.246
model.000.01.pdb,0.488,0.089,0.420,0.250,0.000,0.057,0.017,0.409,0.275,0.031,0.169,0.250,0.174,0.053,0.615,0.130,0.327,0.000,0.611,0.622
model.000.02.pdb,0.279,0.056,0.809,0.167,0.014,0.000,0.014,0.583,0.300,0.013,0.107,0.088,0.172,0.121,0.638,0.271,0.596,0.000,0.565,0.574
model.000.03.pdb,0.446,0.418,0.128,0.611,0.100,0.404,0.322,0.097,0.062,0.383,0.623,0.604,0.315,0.100,0.159,0.026,0.075,0.000,0.154,0.222
model.000.04.pdb,0.400,0.298,0.105,0.694,0.106,0.468,0.298,0.056,0.016,0.436,0.708,0.431,0.396,0.014,0.152,0.000,0.051,0.000,0.109,0.177
model.000.05.pdb,0.491,0.288,0.103,0.667,0.071,0.392,0.267,0.085,0.048,0.350,0.585,0.442,0.438,0.042,0.182,0.013,0.063,0.000,0.141,0.250
model.000.06.pdb,0.556,0.081,0.453,0.288,0.000,0.051,0.031,0.417,0.188,0.043,0.190,0.222,0.304,0.031,0.683,0.081,0.293,0.000,0.561,0.692
model.000.07.pdb,0.104,0.224,0.246,0.039,0.094,0.000,0.145,0.309,0.488,0.086,0.068,0.167,0.000,0.667,0.159,0.420,0.317,0.047,0.236,0.094
model.000.08.pdb,0.234,0.041,0.720,0.133,0.000,0.000,0.000,0.510,0.294,0.000,0.063,0.071,0.131,0.136,0.529,0.333,0.585,0.000,0.431,0.471
model.000.09.pdb,0.279,0.210,0.037,0.527,0.175,0.556,0.339,0.013,0.000,0.569,0.596,0.321,0.333,0.000,0.069,0.000,0.025,0.014,0.043,0.104
model.000.10.pdb,0.230,0.086,0.782,0.141,0.012,0.000,0.023,0.534,0.345,0.011,0.091,0.130,0.110,0.261,0.552,0.443,0.684,0.000,0.518,0.426
model.000.11.pdb,0.581,0.083,0.316,0.345,0.000,0.071,0.032,0.320,0.122,0.029,0.217,0.306,0.381,0.032,0.489,0.048,0.197,0.000,0.442,0.641
model.000.12.pdb,0.521,0.373,0.159,0.549,0.113,0.300,0.296,0.109,0.071,0.271,0.529,0.643,0.286,0.062,0.220,0.000,0.083,0.000,0.196,0.278
model.000.13.pdb,0.227,0.040,0.660,0.130,0.000,0.000,0.000,0.463,0.214,0.000,0.062,0.069,0.092,0.100,0.481,0.279,0.536,0.000,0.415,0.481
model.000.14.pdb,0.393,0.230,0.090,0.680,0.072,0.458,0.250,0.086,0.016,0.379,0.596,0.298,0.511,0.014,0.149,0.000,0.037,0.000,0.108,0.213
model.000.15.pdb,0.250,0.015,0.604,0.118,0.000,0.000,0.000,0.619,0.357,0.000,0.056,0.031,0.111,0.138,0.605,0.264,0.531,0.000,0.561,0.571
model.000.16.pdb,0.078,0.048,0.000,0.210,0.016,0.488,0.119,0.000,0.000,0.340,0.254,0.066,0.180,0.000,0.015,0.000,0.000,0.000,0.000,0.016
model.000.17.pdb,0.085,0.088,0.400,0.025,0.028,0.000,0.057,0.415,0.524,0.026,0.025,0.074,0.000,0.521,0.206,0.682,0.519,0.029,0.268,0.159
model.000.18.pdb,0.235,0.038,0.784,0.125,0.000,0.000,0.000,0.608,0.365,0.000,0.060,0.081,0.104,0.231,0.537,0.446,0.780,0.000,0.529,0.481
model.000.19.pdb,0.370,0.060,0.653,0.212,0.000,0.000,0.000,0.565,0.245,0.000,0.129,0.129,0.164,0.094,0.622,0.224,0.491,0.000,0.581,0.707
