 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.068,0.545,0.100,0.194,0.327,0.509,0.056,0.309,0.200,0.328,0.000,0.014,0.174,0.226,0.451,0.479,0.317,0.767,0.295,0.026
model.000.01.pdb,0.129,0.000,0.500,0.364,0.000,0.024,0.583,0.043,0.339,0.040,0.400,0.583,0.439,0.069,0.000,0.029,0.039,0.000,0.026,0.620
model.000.02.pdb,0.194,0.600,0.058,0.148,0.245,0.491,0.014,0.545,0.138,0.553,0.016,0.014,0.116,0.412,0.591,0.718,0.531,0.565,0.500,0.027
model.000.03.pdb,0.099,0.360,0.000,0.000,0.354,0.317,0.000,0.309,0.013,0.283,0.000,0.000,0.000,0.267,0.396,0.183,0.362,0.267,0.295,0.000
model.000.04.pdb,0.149,0.523,0.134,0.197,0.208,0.519,0.072,0.449,0.222,0.462,0.030,0.028,0.194,0.364,0.521,0.707,0.444,0.562,0.444,0.026
model.000.05.pdb,0.014,0.271,0.273,0.426,0.115,0.357,0.172,0.121,0.479,0.167,0.033,0.046,0.396,0.095,0.218,0.333,0.143,0.327,0.143,0.058
model.000.06.pdb,0.203,0.490,0.123,0.113,0.273,0.760,0.096,0.571,0.186,0.640,0.028,0.039,0.147,0.446,0.646,0.652,0.556,0.528,0.585,0.062
model.000.07.pdb,0.104,0.333,0.000,0.000,0.386,0.339,0.000,0.308,0.014,0.281,0.000,0.000,0.000,0.263,0.400,0.175,0.389,0.241,0.339,0.000
model.000.08.pdb,0.000,0.312,0.014,0.078,0.463,0.200,0.000,0.117,0.058,0.125,0.000,0.000,0.027,0.092,0.278,0.082,0.213,0.291,0.121,0.000
model.000.09.pdb,0.080,0.340,0.000,0.000,0.333,0.323,0.000,0.293,0.013,0.270,0.000,0.000,0.000,0.234,0.426,0.194,0.390,0.254,0.302,0.000
model.000.10.pdb,0.083,0.097,0.638,0.609,0.016,0.221,0.471,0.043,0.660,0.055,0.169,0.293,0.723,0.041,0.072,0.183,0.039,0.134,0.039,0.290
model.000.11.pdb,0.633,0.111,0.053,0.013,0.081,0.232,0.116,0.423,0.039,0.411,0.183,0.149,0.037,0.560,0.226,0.281,0.328,0.147,0.421,0.123
model.000.12.pdb,0.145,0.327,0.000,0.000,0.320,0.312,0.000,0.304,0.013,0.279,0.000,0.000,0.000,0.262,0.389,0.180,0.379,0.242,0.333,0.000
model.000.13.pdb,0.000,0.000,0.071,0.125,0.000,0.000,0.058,0.000,0.101,0.000,0.000,0.058,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.054
model.000.14.pdb,0.116,0.595,0.118,0.159,0.306,0.547,0.057,0.420,0.203,0.434,0.000,0.000,0.159,0.316,0.587,0.628,0.418,0.667,0.393,0.013
model.000.15.pdb,0.254,0.000,0.418,0.230,0.000,0.037,0.652,0.074,0.215,0.068,0.667,0.727,0.344,0.100,0.014,0.059,0.053,0.013,0.039,0.723
model.000.16.pdb,0.098,0.000,0.000,0.000,0.019,0.014,0.000,0.017,0.000,0.015,0.000,0.000,0.000,0.016,0.016,0.000,0.046,0.000,0.062,0.000
model.000.17.pdb,0.000,0.151,0.000,0.000,0.234,0.101,0.000,0.083,0.000,0.061,0.000,0.000,0.000,0.045,0.155,0.016,0.091,0.169,0.043,0.000
model.000.18.pdb,0.415,0.300,0.042,0.014,0.170,0.356,0.091,0.643,0.027,0.721,0.138,0.108,0.040,0.622,0.420,0.511,0.551,0.304,0.551,0.085
model.000.19.pdb,0.013,0.078,0.660,0.705,0.015,0.151,0.462,0.014,0.681,0.026,0.148,0.288,0.783,0.027,0.056,0.125,0.026,0.085,0.013,0.306
