 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.014,0.340,0.090,0.111,0.314,0.088,0.123,0.535,0.438,0.077,0.370,0.294,0.200,0.149,0.196,0.000,0.131,0.408,0.490,0.000
model.000.01.pdb,0.013,0.596,0.000,0.120,0.246,0.099,0.115,0.556,0.587,0.194,0.264,0.273,0.206,0.125,0.183,0.000,0.123,0.521,0.540,0.000
model.000.02.pdb,0.000,0.490,0.014,0.155,0.353,0.134,0.158,0.581,0.479,0.125,0.477,0.417,0.254,0.162,0.255,0.000,0.164,0.543,0.415,0.014
model.000.03.pdb,0.000,0.103,0.294,0.159,0.224,0.000,0.036,0.283,0.240,0.033,0.366,0.204,0.161,0.186,0.154,0.000,0.216,0.216,0.269,0.127
model.000.04.pdb,0.385,0.099,0.230,0.782,0.604,0.614,0.519,0.151,0.145,0.000,0.421,0.527,0.552,0.638,0.635,0.000,0.611,0.160,0.096,0.299
model.000.05.pdb,0.000,0.412,0.057,0.110,0.283,0.103,0.102,0.634,0.458,0.092,0.455,0.340,0.217,0.114,0.172,0.000,0.129,0.458,0.480,0.000
model.000.06.pdb,0.000,0.259,0.111,0.167,0.333,0.092,0.130,0.465,0.404,0.047,0.579,0.370,0.232,0.175,0.255,0.000,0.179,0.404,0.429,0.015
model.000.07.pdb,0.636,0.044,0.090,0.429,0.196,0.644,0.362,0.015,0.015,0.014,0.105,0.179,0.309,0.351,0.314,0.015,0.211,0.015,0.000,0.232
model.000.08.pdb,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.222,0.302,0.556,0.016,0.000,0.000,0.000,0.000,0.015,0.000,0.302,0.327,0.000
model.000.09.pdb,0.508,0.073,0.250,0.796,0.448,0.655,0.421,0.107,0.089,0.000,0.356,0.407,0.561,0.621,0.585,0.012,0.509,0.117,0.071,0.303
model.000.10.pdb,0.000,0.241,0.000,0.000,0.000,0.000,0.000,0.117,0.186,0.614,0.016,0.000,0.000,0.000,0.000,0.153,0.000,0.228,0.233,0.000
model.000.11.pdb,0.000,0.281,0.056,0.000,0.015,0.000,0.000,0.236,0.268,0.358,0.032,0.000,0.000,0.000,0.000,0.030,0.000,0.315,0.293,0.029
model.000.12.pdb,0.426,0.065,0.097,0.500,0.319,0.568,0.513,0.052,0.032,0.000,0.160,0.298,0.426,0.440,0.442,0.000,0.306,0.049,0.000,0.208
model.000.13.pdb,0.379,0.068,0.174,0.692,0.596,0.577,0.469,0.121,0.100,0.000,0.392,0.542,0.633,0.604,0.705,0.000,0.571,0.132,0.066,0.262
model.000.14.pdb,0.028,0.431,0.014,0.171,0.353,0.169,0.200,0.511,0.420,0.091,0.383,0.388,0.276,0.179,0.255,0.000,0.183,0.392,0.389,0.014
model.000.15.pdb,0.045,0.259,0.077,0.262,0.524,0.164,0.245,0.312,0.245,0.015,0.579,0.615,0.438,0.276,0.422,0.000,0.294,0.320,0.228,0.031
model.000.16.pdb,0.000,0.184,0.091,0.081,0.174,0.000,0.000,0.432,0.366,0.075,0.351,0.152,0.113,0.085,0.102,0.000,0.120,0.302,0.395,0.000
model.000.17.pdb,0.000,0.540,0.068,0.089,0.217,0.067,0.061,0.636,0.562,0.188,0.353,0.263,0.182,0.092,0.141,0.000,0.103,0.531,0.646,0.000
model.000.18.pdb,0.293,0.000,0.520,0.361,0.186,0.262,0.175,0.000,0.014,0.000,0.100,0.131,0.172,0.379,0.186,0.077,0.333,0.014,0.000,0.600
model.000.19.pdb,0.844,0.025,0.167,0.517,0.258,0.667,0.364,0.027,0.000,0.025,0.121,0.203,0.339,0.397,0.345,0.054,0.333,0.013,0.012,0.311
