 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.014,0.556,0.194,0.587,0.426,0.463,0.167,0.302,0.185,0.194,0.118,0.154,0.000,0.622,0.027,0.000,0.136,0.246,0.136
model.000.01.pdb,0.014,1.000,0.000,0.000,0.000,0.062,0.026,0.000,0.000,0.000,0.293,0.069,0.000,0.159,0.000,0.551,0.000,0.000,0.043,0.434
model.000.02.pdb,0.556,0.000,1.000,0.207,0.816,0.340,0.596,0.200,0.161,0.217,0.129,0.241,0.203,0.000,0.683,0.014,0.000,0.033,0.489,0.092
model.000.03.pdb,0.194,0.000,0.207,1.000,0.177,0.031,0.274,0.795,0.468,0.791,0.000,0.134,0.786,0.000,0.237,0.000,0.212,0.241,0.224,0.000
model.000.04.pdb,0.587,0.000,0.816,0.177,1.000,0.467,0.625,0.169,0.153,0.188,0.217,0.210,0.175,0.000,0.756,0.042,0.000,0.031,0.400,0.175
model.000.05.pdb,0.426,0.062,0.340,0.031,0.467,1.000,0.309,0.033,0.127,0.045,0.426,0.062,0.030,0.000,0.404,0.079,0.000,0.017,0.103,0.360
model.000.06.pdb,0.463,0.026,0.596,0.274,0.625,0.309,1.000,0.293,0.156,0.281,0.162,0.286,0.290,0.000,0.625,0.053,0.015,0.059,0.462,0.111
model.000.07.pdb,0.167,0.000,0.200,0.795,0.169,0.033,0.293,1.000,0.413,0.738,0.000,0.143,0.732,0.000,0.232,0.000,0.180,0.212,0.218,0.000
model.000.08.pdb,0.302,0.000,0.161,0.468,0.153,0.127,0.156,0.413,1.000,0.440,0.030,0.014,0.346,0.000,0.236,0.000,0.137,0.319,0.065,0.029
model.000.09.pdb,0.185,0.000,0.217,0.791,0.188,0.045,0.281,0.738,0.440,1.000,0.000,0.097,0.733,0.000,0.246,0.000,0.269,0.207,0.233,0.000
model.000.10.pdb,0.194,0.293,0.129,0.000,0.217,0.426,0.162,0.000,0.030,0.000,1.000,0.056,0.000,0.059,0.197,0.271,0.000,0.000,0.044,0.630
model.000.11.pdb,0.118,0.069,0.241,0.134,0.210,0.062,0.286,0.143,0.014,0.097,0.056,1.000,0.185,0.000,0.172,0.132,0.102,0.000,0.490,0.027
model.000.12.pdb,0.154,0.000,0.203,0.786,0.175,0.030,0.290,0.732,0.346,0.733,0.000,0.185,1.000,0.000,0.233,0.000,0.306,0.172,0.220,0.000
model.000.13.pdb,0.000,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.059,0.000,0.000,1.000,0.000,0.043,0.034,0.226,0.000,0.106
model.000.14.pdb,0.622,0.000,0.683,0.237,0.756,0.404,0.625,0.232,0.236,0.246,0.197,0.172,0.233,0.000,1.000,0.028,0.000,0.100,0.321,0.138
model.000.15.pdb,0.027,0.551,0.014,0.000,0.042,0.079,0.053,0.000,0.000,0.000,0.271,0.132,0.000,0.043,0.028,1.000,0.000,0.000,0.075,0.288
model.000.16.pdb,0.000,0.000,0.000,0.212,0.000,0.000,0.015,0.180,0.137,0.269,0.000,0.102,0.306,0.034,0.000,0.000,1.000,0.037,0.017,0.000
model.000.17.pdb,0.136,0.000,0.033,0.241,0.031,0.017,0.059,0.212,0.319,0.207,0.000,0.000,0.172,0.226,0.100,0.000,0.037,1.000,0.016,0.000
model.000.18.pdb,0.246,0.043,0.489,0.224,0.400,0.103,0.462,0.218,0.065,0.233,0.044,0.490,0.220,0.000,0.321,0.075,0.017,0.016,1.000,0.014
model.000.19.pdb,0.136,0.434,0.092,0.000,0.175,0.360,0.111,0.000,0.029,0.000,0.630,0.027,0.000,0.106,0.138,0.288,0.000,0.000,0.014,1.000
