 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.310,0.000,0.135,0.302,0.386,0.228,0.176,0.208,0.314,0.275,0.222,0.383,0.015,0.231,0.250,0.231,0.125,0.245,0.143,0.053
model.000.01.pdb,0.094,0.109,0.644,0.091,0.288,0.104,0.744,0.179,0.242,0.231,0.141,0.111,0.367,0.295,0.067,0.463,0.030,0.227,0.130,0.000
model.000.02.pdb,0.634,0.172,0.246,0.157,0.587,0.079,0.241,0.056,0.646,0.604,0.625,0.167,0.197,0.727,0.100,0.551,0.375,0.660,0.024,0.241
model.000.03.pdb,0.312,0.000,0.117,0.510,0.500,0.368,0.133,0.200,0.339,0.327,0.254,0.622,0.014,0.241,0.404,0.263,0.170,0.321,0.250,0.079
model.000.04.pdb,0.264,0.000,0.092,0.620,0.404,0.519,0.108,0.288,0.295,0.283,0.238,0.711,0.013,0.206,0.540,0.226,0.138,0.279,0.333,0.059
model.000.05.pdb,0.409,0.016,0.082,0.462,0.545,0.328,0.098,0.203,0.370,0.358,0.352,0.532,0.014,0.291,0.358,0.268,0.245,0.377,0.197,0.136
model.000.06.pdb,0.129,0.000,0.072,0.615,0.226,0.604,0.056,0.491,0.155,0.143,0.125,0.600,0.000,0.082,0.600,0.113,0.078,0.157,0.582,0.014
model.000.07.pdb,0.540,0.279,0.286,0.138,0.509,0.082,0.262,0.075,0.679,0.642,0.544,0.176,0.236,0.686,0.087,0.564,0.407,0.630,0.056,0.281
model.000.08.pdb,0.200,0.000,0.049,0.510,0.269,0.471,0.032,0.232,0.180,0.167,0.203,0.628,0.000,0.113,0.489,0.095,0.157,0.183,0.305,0.066
model.000.09.pdb,0.340,0.016,0.196,0.375,0.568,0.279,0.214,0.241,0.389,0.377,0.276,0.460,0.056,0.333,0.304,0.412,0.127,0.370,0.194,0.062
model.000.10.pdb,0.000,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.018,0.000,0.000,0.145
model.000.11.pdb,0.000,0.046,0.127,0.038,0.000,0.079,0.180,0.101,0.000,0.013,0.013,0.000,0.234,0.027,0.041,0.041,0.000,0.013,0.091,0.000
model.000.12.pdb,0.129,0.000,0.072,0.615,0.152,0.635,0.071,0.580,0.123,0.111,0.110,0.600,0.012,0.082,0.600,0.097,0.062,0.125,0.611,0.014
model.000.13.pdb,0.347,0.426,0.094,0.081,0.200,0.052,0.060,0.000,0.368,0.357,0.400,0.101,0.182,0.339,0.070,0.190,0.548,0.400,0.012,0.365
model.000.14.pdb,0.015,0.000,0.183,0.125,0.074,0.242,0.220,0.407,0.026,0.013,0.000,0.116,0.097,0.041,0.132,0.101,0.000,0.026,0.355,0.000
model.000.15.pdb,0.391,0.477,0.115,0.054,0.186,0.013,0.062,0.000,0.382,0.370,0.471,0.057,0.246,0.404,0.028,0.237,0.537,0.415,0.000,0.408
model.000.16.pdb,0.045,0.000,0.072,0.448,0.086,0.545,0.103,0.795,0.051,0.067,0.066,0.429,0.025,0.053,0.455,0.082,0.000,0.080,0.706,0.000
model.000.17.pdb,0.086,0.049,0.000,0.055,0.000,0.054,0.000,0.029,0.056,0.043,0.072,0.028,0.000,0.029,0.074,0.000,0.127,0.014,0.053,0.308
model.000.18.pdb,0.553,0.298,0.222,0.115,0.491,0.060,0.219,0.038,0.667,0.596,0.585,0.169,0.214,0.608,0.078,0.491,0.469,0.585,0.034,0.345
model.000.19.pdb,0.189,0.103,0.000,0.069,0.045,0.054,0.000,0.000,0.119,0.106,0.175,0.058,0.014,0.108,0.058,0.043,0.240,0.088,0.067,0.417
