 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.500,0.488,0.279,0.446,0.400,0.491,0.556,0.104,0.234,0.279,0.230,0.581,0.521,0.227,0.393,0.250,0.078,0.085,0.235,0.370
model.000.01.pdb,0.309,0.089,0.056,0.418,0.298,0.288,0.081,0.224,0.041,0.210,0.086,0.083,0.373,0.040,0.230,0.015,0.048,0.088,0.038,0.060
model.000.02.pdb,0.093,0.420,0.809,0.128,0.105,0.103,0.453,0.246,0.720,0.037,0.782,0.316,0.159,0.660,0.090,0.604,0.000,0.400,0.784,0.653
model.000.03.pdb,0.588,0.250,0.167,0.611,0.694,0.667,0.288,0.039,0.133,0.527,0.141,0.345,0.549,0.130,0.680,0.118,0.210,0.025,0.125,0.212
model.000.04.pdb,0.076,0.000,0.014,0.100,0.106,0.071,0.000,0.094,0.000,0.175,0.012,0.000,0.113,0.000,0.072,0.000,0.016,0.028,0.000,0.000
model.000.05.pdb,0.367,0.057,0.000,0.404,0.468,0.392,0.051,0.000,0.000,0.556,0.000,0.071,0.300,0.000,0.458,0.000,0.488,0.000,0.000,0.000
model.000.06.pdb,0.286,0.017,0.014,0.322,0.298,0.267,0.031,0.145,0.000,0.339,0.023,0.032,0.296,0.000,0.250,0.000,0.119,0.057,0.000,0.000
model.000.07.pdb,0.090,0.409,0.583,0.097,0.056,0.085,0.417,0.309,0.510,0.013,0.534,0.320,0.109,0.463,0.086,0.619,0.000,0.415,0.608,0.565
model.000.08.pdb,0.069,0.275,0.300,0.062,0.016,0.048,0.188,0.488,0.294,0.000,0.345,0.122,0.071,0.214,0.016,0.357,0.000,0.524,0.365,0.245
model.000.09.pdb,0.283,0.031,0.013,0.383,0.436,0.350,0.043,0.086,0.000,0.569,0.011,0.029,0.271,0.000,0.379,0.000,0.340,0.026,0.000,0.000
model.000.10.pdb,0.509,0.169,0.107,0.623,0.708,0.585,0.190,0.068,0.063,0.596,0.091,0.217,0.529,0.062,0.596,0.056,0.254,0.025,0.060,0.129
model.000.11.pdb,0.543,0.250,0.088,0.604,0.431,0.442,0.222,0.167,0.071,0.321,0.130,0.306,0.643,0.069,0.298,0.031,0.066,0.074,0.081,0.129
model.000.12.pdb,0.444,0.174,0.172,0.315,0.396,0.438,0.304,0.000,0.131,0.333,0.110,0.381,0.286,0.092,0.511,0.111,0.180,0.000,0.104,0.164
model.000.13.pdb,0.060,0.053,0.121,0.100,0.014,0.042,0.031,0.667,0.136,0.000,0.261,0.032,0.062,0.100,0.014,0.138,0.000,0.521,0.231,0.094
model.000.14.pdb,0.175,0.615,0.638,0.159,0.152,0.182,0.683,0.159,0.529,0.069,0.552,0.489,0.220,0.481,0.149,0.605,0.015,0.206,0.537,0.622
model.000.15.pdb,0.029,0.130,0.271,0.026,0.000,0.013,0.081,0.420,0.333,0.000,0.443,0.048,0.000,0.279,0.000,0.264,0.000,0.682,0.446,0.224
model.000.16.pdb,0.067,0.327,0.596,0.075,0.051,0.063,0.293,0.317,0.585,0.025,0.684,0.197,0.083,0.536,0.037,0.531,0.000,0.519,0.780,0.491
model.000.17.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.000
model.000.18.pdb,0.131,0.611,0.565,0.154,0.109,0.141,0.561,0.236,0.431,0.043,0.518,0.442,0.196,0.415,0.108,0.561,0.000,0.268,0.529,0.581
model.000.19.pdb,0.246,0.622,0.574,0.222,0.177,0.250,0.692,0.094,0.471,0.104,0.426,0.641,0.278,0.481,0.213,0.571,0.016,0.159,0.481,0.707
