 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.569,0.150,0.153,0.509,0.673,0.680,0.250,0.000,0.091,0.627,0.103,0.327,0.393,0.103,0.766,0.119,0.321,0.000,0.113,0.162
model.000.01.pdb,0.103,0.422,0.625,0.110,0.069,0.097,0.458,0.254,0.580,0.026,0.596,0.333,0.123,0.528,0.083,0.750,0.000,0.400,0.680,0.682
model.000.02.pdb,0.543,0.176,0.194,0.426,0.553,0.562,0.294,0.000,0.119,0.480,0.130,0.362,0.380,0.116,0.644,0.138,0.226,0.000,0.127,0.186
model.000.03.pdb,0.609,0.312,0.149,0.667,0.551,0.625,0.302,0.074,0.114,0.426,0.125,0.426,0.636,0.111,0.481,0.113,0.153,0.027,0.122,0.217
model.000.04.pdb,0.542,0.260,0.185,0.455,0.490,0.529,0.353,0.074,0.130,0.375,0.169,0.489,0.469,0.143,0.571,0.150,0.193,0.041,0.153,0.259
model.000.05.pdb,0.080,0.373,0.647,0.074,0.064,0.090,0.407,0.270,0.700,0.024,0.732,0.276,0.113,0.611,0.077,0.551,0.000,0.456,0.837,0.569
model.000.06.pdb,0.370,0.086,0.027,0.455,0.551,0.444,0.095,0.000,0.000,0.674,0.023,0.117,0.358,0.000,0.481,0.000,0.360,0.000,0.012,0.028
model.000.07.pdb,0.109,0.429,0.644,0.100,0.090,0.119,0.500,0.228,0.531,0.042,0.500,0.391,0.113,0.481,0.121,0.737,0.016,0.327,0.569,0.628
model.000.08.pdb,0.076,0.000,0.000,0.085,0.123,0.087,0.000,0.000,0.000,0.213,0.000,0.000,0.030,0.000,0.121,0.000,0.548,0.000,0.000,0.000
model.000.09.pdb,0.086,0.327,0.646,0.093,0.054,0.081,0.420,0.293,0.538,0.026,0.559,0.278,0.072,0.464,0.082,0.690,0.000,0.393,0.604,0.562
model.000.10.pdb,0.101,0.383,0.717,0.093,0.083,0.111,0.479,0.119,0.778,0.039,0.673,0.353,0.121,0.783,0.097,0.651,0.000,0.300,0.771,0.744
model.000.11.pdb,0.044,0.304,0.609,0.041,0.028,0.056,0.320,0.167,0.705,0.014,0.582,0.208,0.062,0.674,0.042,0.571,0.000,0.352,0.702,0.556
model.000.12.pdb,0.203,0.132,0.104,0.262,0.159,0.172,0.100,0.458,0.071,0.104,0.160,0.103,0.278,0.055,0.088,0.119,0.000,0.281,0.111,0.094
model.000.13.pdb,0.013,0.179,0.311,0.037,0.013,0.000,0.125,0.520,0.350,0.000,0.431,0.077,0.042,0.297,0.000,0.333,0.000,0.795,0.458,0.288
model.000.14.pdb,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.056,0.125,0.000,0.134,0.000,0.000,0.203,0.000,0.059,0.092,0.162,0.132,0.070
model.000.15.pdb,0.081,0.353,0.537,0.089,0.051,0.063,0.293,0.317,0.585,0.025,0.684,0.217,0.114,0.536,0.037,0.500,0.000,0.577,0.745,0.491
model.000.16.pdb,0.339,0.561,0.444,0.286,0.262,0.339,0.750,0.088,0.386,0.164,0.358,0.619,0.377,0.350,0.300,0.400,0.062,0.100,0.355,0.542
model.000.17.pdb,0.667,0.231,0.164,0.500,0.481,0.612,0.321,0.042,0.145,0.368,0.123,0.447,0.490,0.125,0.560,0.111,0.190,0.013,0.120,0.194
model.000.18.pdb,0.041,0.226,0.386,0.051,0.013,0.026,0.183,0.471,0.404,0.000,0.533,0.131,0.042,0.344,0.013,0.392,0.000,0.660,0.545,0.339
model.000.19.pdb,0.200,0.525,0.630,0.147,0.156,0.206,0.675,0.092,0.520,0.103,0.492,0.548,0.207,0.529,0.190,0.595,0.015,0.175,0.528,0.775
