 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.683,0.622,0.614,0.265,0.176,0.795,0.535,0.045,0.150,0.132,0.061,0.145,0.085,0.149,0.690,0.435,0.436,0.705,0.000,0.039
model.000.01.pdb,0.000,0.000,0.014,0.086,0.467,0.000,0.015,0.489,0.000,0.526,0.000,0.000,0.383,0.444,0.029,0.047,0.000,0.000,0.431,0.588
model.000.02.pdb,0.383,0.605,0.634,0.184,0.137,0.467,0.348,0.016,0.182,0.093,0.119,0.196,0.034,0.090,0.489,0.319,0.268,0.543,0.000,0.013
model.000.03.pdb,0.131,0.237,0.145,0.069,0.000,0.148,0.100,0.000,0.725,0.000,0.556,0.479,0.000,0.000,0.145,0.031,0.143,0.250,0.000,0.000
model.000.04.pdb,0.478,0.714,0.707,0.196,0.211,0.500,0.413,0.062,0.153,0.149,0.095,0.167,0.105,0.169,0.591,0.444,0.250,0.542,0.014,0.026
model.000.05.pdb,0.442,0.404,0.524,0.279,0.379,0.465,0.475,0.107,0.016,0.295,0.016,0.032,0.213,0.373,0.524,0.639,0.289,0.388,0.066,0.123
model.000.06.pdb,0.321,0.625,0.490,0.081,0.165,0.389,0.246,0.072,0.276,0.096,0.210,0.226,0.131,0.123,0.490,0.291,0.151,0.455,0.000,0.049
model.000.07.pdb,0.121,0.255,0.136,0.055,0.000,0.119,0.088,0.000,0.757,0.000,0.571,0.457,0.000,0.000,0.117,0.033,0.130,0.224,0.000,0.000
model.000.08.pdb,0.362,0.193,0.138,0.239,0.051,0.327,0.298,0.000,0.422,0.038,0.250,0.347,0.000,0.029,0.179,0.130,0.417,0.346,0.000,0.000
model.000.09.pdb,0.125,0.267,0.156,0.048,0.000,0.141,0.078,0.000,0.714,0.000,0.553,0.480,0.000,0.000,0.138,0.030,0.113,0.238,0.000,0.000
model.000.10.pdb,0.211,0.197,0.291,0.127,0.642,0.207,0.222,0.302,0.000,0.564,0.000,0.000,0.422,0.674,0.291,0.404,0.077,0.154,0.180,0.356
model.000.11.pdb,0.060,0.154,0.177,0.000,0.085,0.108,0.046,0.164,0.109,0.086,0.180,0.058,0.100,0.082,0.141,0.097,0.000,0.116,0.014,0.139
model.000.12.pdb,0.094,0.233,0.143,0.050,0.000,0.109,0.063,0.000,0.628,0.000,0.732,0.412,0.000,0.000,0.108,0.031,0.096,0.206,0.000,0.000
model.000.13.pdb,0.000,0.000,0.000,0.111,0.076,0.000,0.000,0.015,0.000,0.063,0.000,0.131,0.033,0.056,0.000,0.016,0.000,0.000,0.296,0.054
model.000.14.pdb,0.511,0.714,0.628,0.173,0.194,0.568,0.383,0.030,0.214,0.104,0.113,0.228,0.086,0.134,0.556,0.354,0.279,0.574,0.000,0.013
model.000.15.pdb,0.029,0.028,0.029,0.000,0.397,0.014,0.031,0.591,0.000,0.475,0.000,0.000,0.477,0.393,0.059,0.063,0.000,0.000,0.237,0.723
model.000.16.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.372,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
model.000.17.pdb,0.192,0.100,0.016,0.170,0.000,0.125,0.113,0.000,0.216,0.000,0.125,0.455,0.000,0.000,0.067,0.017,0.140,0.153,0.032,0.000
model.000.18.pdb,0.119,0.321,0.308,0.035,0.063,0.175,0.086,0.138,0.200,0.078,0.155,0.193,0.089,0.057,0.236,0.125,0.060,0.263,0.000,0.085
model.000.19.pdb,0.167,0.138,0.200,0.167,0.725,0.127,0.218,0.273,0.000,0.582,0.000,0.000,0.413,0.660,0.200,0.340,0.096,0.101,0.352,0.373
