 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.026,0.191,0.419,0.190,0.577,0.286,0.000,0.000,0.026,0.060,0.121,0.250,0.349,0.250,0.056,0.262,0.000,0.000,0.305
model.000.01.pdb,0.026,1.000,0.000,0.048,0.175,0.080,0.076,0.490,0.551,0.305,0.207,0.177,0.113,0.063,0.088,0.000,0.041,0.583,0.569,0.000
model.000.02.pdb,0.191,0.000,1.000,0.290,0.152,0.169,0.123,0.042,0.026,0.000,0.125,0.119,0.157,0.344,0.152,0.027,0.345,0.026,0.051,0.529
model.000.03.pdb,0.419,0.048,0.290,1.000,0.456,0.607,0.481,0.079,0.062,0.000,0.317,0.439,0.600,0.722,0.627,0.000,0.635,0.090,0.047,0.349
model.000.04.pdb,0.190,0.175,0.152,0.456,1.000,0.375,0.489,0.211,0.200,0.000,0.571,0.725,0.596,0.509,0.667,0.000,0.532,0.220,0.152,0.180
model.000.05.pdb,0.577,0.080,0.169,0.607,0.375,1.000,0.542,0.070,0.039,0.000,0.217,0.310,0.439,0.526,0.481,0.013,0.386,0.053,0.025,0.295
model.000.06.pdb,0.286,0.076,0.123,0.481,0.489,0.542,1.000,0.065,0.078,0.000,0.286,0.435,0.600,0.540,0.634,0.000,0.408,0.078,0.028,0.190
model.000.07.pdb,0.000,0.490,0.042,0.079,0.211,0.070,0.065,1.000,0.614,0.220,0.354,0.193,0.121,0.097,0.150,0.000,0.109,0.651,0.630,0.000
model.000.08.pdb,0.000,0.551,0.026,0.062,0.200,0.039,0.078,0.614,1.000,0.250,0.259,0.164,0.100,0.093,0.125,0.000,0.088,0.609,0.733,0.000
model.000.09.pdb,0.026,0.305,0.000,0.000,0.000,0.000,0.000,0.220,0.250,1.000,0.015,0.000,0.000,0.000,0.000,0.106,0.000,0.293,0.274,0.000
model.000.10.pdb,0.060,0.207,0.125,0.317,0.571,0.217,0.286,0.354,0.259,0.015,1.000,0.625,0.392,0.310,0.467,0.000,0.360,0.333,0.241,0.097
model.000.11.pdb,0.121,0.177,0.119,0.439,0.725,0.310,0.435,0.193,0.164,0.000,0.625,1.000,0.644,0.436,0.643,0.000,0.511,0.203,0.136,0.127
model.000.12.pdb,0.250,0.113,0.157,0.600,0.596,0.439,0.600,0.121,0.100,0.000,0.392,0.644,1.000,0.604,0.786,0.000,0.540,0.116,0.080,0.185
model.000.13.pdb,0.349,0.063,0.344,0.722,0.509,0.526,0.540,0.097,0.093,0.000,0.310,0.436,0.604,1.000,0.633,0.013,0.708,0.108,0.062,0.390
model.000.14.pdb,0.250,0.088,0.152,0.627,0.667,0.481,0.634,0.150,0.125,0.000,0.467,0.643,0.786,0.633,1.000,0.000,0.565,0.161,0.086,0.180
model.000.15.pdb,0.056,0.000,0.027,0.000,0.000,0.013,0.000,0.000,0.000,0.106,0.000,0.000,0.000,0.013,0.000,1.000,0.000,0.000,0.000,0.059
model.000.16.pdb,0.262,0.041,0.345,0.635,0.532,0.386,0.408,0.109,0.088,0.000,0.360,0.511,0.540,0.708,0.565,0.000,1.000,0.104,0.068,0.345
model.000.17.pdb,0.000,0.583,0.026,0.090,0.220,0.053,0.078,0.651,0.609,0.293,0.333,0.203,0.116,0.108,0.161,0.000,0.104,1.000,0.660,0.000
model.000.18.pdb,0.000,0.569,0.051,0.047,0.152,0.025,0.028,0.630,0.733,0.274,0.241,0.136,0.080,0.062,0.086,0.000,0.068,0.660,1.000,0.000
model.000.19.pdb,0.305,0.000,0.529,0.349,0.180,0.295,0.190,0.000,0.000,0.000,0.097,0.127,0.185,0.390,0.180,0.059,0.345,0.000,0.000,1.000
