 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.136,0.608,0.113,0.071,0.053,0.042,0.123,0.141,0.000,0.136,0.000,0.295,0.139,0.013,0.463,0.027,0.188,0.000,0.090,0.000
model.000.01.pdb,0.213,0.180,0.643,0.226,0.190,0.255,0.075,0.580,0.127,0.275,0.000,0.015,0.091,0.388,0.015,0.404,0.043,0.048,0.531,0.121
model.000.02.pdb,0.200,0.125,0.083,0.298,0.418,0.259,0.588,0.086,0.315,0.254,0.000,0.068,0.653,0.027,0.238,0.000,0.588,0.042,0.050,0.042
model.000.03.pdb,0.260,0.054,0.119,0.449,0.596,0.400,0.560,0.104,0.545,0.315,0.000,0.000,0.592,0.088,0.103,0.059,0.393,0.092,0.095,0.092
model.000.04.pdb,0.059,0.078,0.404,0.088,0.065,0.151,0.015,0.490,0.093,0.069,0.000,0.015,0.015,0.585,0.000,0.703,0.000,0.107,0.440,0.216
model.000.05.pdb,0.286,0.299,0.527,0.404,0.355,0.411,0.208,0.621,0.222,0.481,0.000,0.024,0.145,0.277,0.063,0.328,0.130,0.026,0.500,0.081
model.000.06.pdb,0.185,0.179,0.027,0.180,0.267,0.183,0.463,0.049,0.211,0.200,0.000,0.134,0.580,0.000,0.434,0.000,0.795,0.029,0.025,0.000
model.000.07.pdb,0.196,0.520,0.431,0.131,0.106,0.133,0.070,0.456,0.031,0.255,0.000,0.043,0.086,0.180,0.159,0.228,0.101,0.000,0.411,0.045
model.000.08.pdb,0.264,0.093,0.162,0.531,0.681,0.451,0.577,0.141,0.532,0.415,0.000,0.000,0.608,0.068,0.097,0.041,0.414,0.071,0.104,0.103
model.000.09.pdb,0.179,0.528,0.444,0.175,0.147,0.177,0.080,0.467,0.044,0.298,0.000,0.068,0.080,0.167,0.164,0.230,0.095,0.000,0.400,0.057
model.000.10.pdb,0.074,0.237,0.014,0.015,0.061,0.048,0.217,0.026,0.016,0.082,0.000,0.296,0.259,0.000,0.750,0.000,0.431,0.000,0.000,0.000
model.000.11.pdb,0.085,0.197,0.013,0.059,0.134,0.060,0.295,0.036,0.078,0.091,0.000,0.226,0.386,0.000,0.617,0.000,0.580,0.029,0.000,0.000
model.000.12.pdb,0.273,0.104,0.108,0.418,0.547,0.375,0.700,0.108,0.442,0.322,0.000,0.025,0.771,0.052,0.188,0.013,0.545,0.054,0.086,0.054
model.000.13.pdb,0.140,0.600,0.328,0.123,0.085,0.125,0.067,0.381,0.045,0.217,0.000,0.132,0.067,0.152,0.222,0.233,0.096,0.000,0.317,0.028
model.000.14.pdb,0.189,0.300,0.596,0.203,0.190,0.228,0.068,0.700,0.079,0.315,0.000,0.014,0.068,0.321,0.042,0.412,0.054,0.044,0.688,0.109
model.000.15.pdb,0.364,0.389,0.532,0.360,0.309,0.367,0.190,0.519,0.182,0.545,0.000,0.014,0.154,0.164,0.108,0.150,0.103,0.000,0.418,0.015
model.000.16.pdb,0.133,0.407,0.455,0.152,0.127,0.154,0.051,0.525,0.028,0.267,0.014,0.053,0.078,0.254,0.143,0.375,0.078,0.000,0.458,0.056
model.000.17.pdb,0.300,0.212,0.638,0.327,0.262,0.385,0.127,0.642,0.207,0.377,0.000,0.013,0.096,0.310,0.027,0.396,0.067,0.074,0.627,0.177
model.000.18.pdb,0.133,0.509,0.429,0.152,0.127,0.154,0.037,0.452,0.028,0.267,0.000,0.111,0.037,0.197,0.127,0.283,0.051,0.000,0.410,0.041
model.000.19.pdb,0.045,0.167,0.013,0.085,0.157,0.070,0.292,0.046,0.104,0.116,0.000,0.191,0.355,0.000,0.500,0.000,0.585,0.027,0.012,0.013
