 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.029,0.579,0.078,0.158,0.390,0.364,0.031,0.231,0.167,0.255,0.000,0.000,0.141,0.153,0.467,0.370,0.268,0.581,0.224,0.000
model.000.01.pdb,0.060,0.245,0.000,0.000,0.349,0.246,0.000,0.250,0.000,0.207,0.000,0.000,0.000,0.211,0.314,0.103,0.309,0.190,0.241,0.000
model.000.02.pdb,0.396,0.185,0.028,0.014,0.130,0.317,0.076,0.511,0.028,0.490,0.121,0.092,0.041,0.674,0.321,0.340,0.500,0.220,0.500,0.070
model.000.03.pdb,0.037,0.138,0.660,0.778,0.060,0.219,0.421,0.026,0.826,0.051,0.136,0.266,0.776,0.038,0.096,0.167,0.049,0.155,0.037,0.303
model.000.04.pdb,0.152,0.435,0.119,0.220,0.189,0.500,0.043,0.373,0.246,0.389,0.015,0.014,0.197,0.321,0.440,0.683,0.375,0.574,0.375,0.040
model.000.05.pdb,0.062,0.071,0.680,0.653,0.014,0.154,0.547,0.026,0.667,0.050,0.267,0.414,0.760,0.051,0.052,0.130,0.036,0.092,0.024,0.426
model.000.06.pdb,0.500,0.204,0.028,0.014,0.088,0.290,0.075,0.568,0.027,0.542,0.138,0.108,0.054,0.587,0.315,0.388,0.462,0.237,0.551,0.085
model.000.07.pdb,0.179,0.030,0.625,0.364,0.000,0.135,0.900,0.074,0.386,0.083,0.458,0.617,0.547,0.100,0.042,0.108,0.053,0.055,0.053,0.558
model.000.08.pdb,0.108,0.636,0.095,0.130,0.353,0.611,0.039,0.434,0.171,0.446,0.014,0.013,0.133,0.333,0.660,0.531,0.456,0.569,0.407,0.024
model.000.09.pdb,0.111,0.707,0.097,0.152,0.367,0.635,0.041,0.396,0.194,0.411,0.000,0.000,0.137,0.322,0.689,0.553,0.473,0.660,0.397,0.012
model.000.10.pdb,0.066,0.651,0.067,0.167,0.478,0.483,0.026,0.316,0.157,0.356,0.000,0.000,0.135,0.215,0.510,0.423,0.367,0.717,0.344,0.025
model.000.11.pdb,0.039,0.167,0.491,0.652,0.063,0.250,0.351,0.072,0.702,0.097,0.109,0.203,0.660,0.054,0.134,0.237,0.080,0.200,0.080,0.242
model.000.12.pdb,0.302,0.241,0.000,0.000,0.211,0.243,0.026,0.333,0.000,0.350,0.074,0.053,0.012,0.429,0.322,0.190,0.431,0.159,0.456,0.024
model.000.13.pdb,0.145,0.605,0.068,0.103,0.435,0.680,0.041,0.521,0.129,0.529,0.014,0.013,0.093,0.426,0.705,0.532,0.569,0.604,0.538,0.013
model.000.14.pdb,0.026,0.094,0.646,0.767,0.031,0.164,0.426,0.014,0.739,0.026,0.164,0.305,0.729,0.026,0.070,0.141,0.025,0.114,0.013,0.323
model.000.15.pdb,0.254,0.468,0.083,0.056,0.245,0.615,0.056,0.622,0.129,0.696,0.045,0.027,0.108,0.571,0.667,0.600,0.667,0.481,0.667,0.038
model.000.16.pdb,0.000,0.405,0.030,0.140,0.514,0.233,0.000,0.125,0.113,0.133,0.000,0.000,0.075,0.098,0.300,0.127,0.186,0.340,0.111,0.000
model.000.17.pdb,0.110,0.690,0.096,0.185,0.417,0.593,0.040,0.442,0.191,0.455,0.000,0.000,0.151,0.317,0.638,0.542,0.519,0.580,0.390,0.025
model.000.18.pdb,0.160,0.027,0.654,0.509,0.000,0.108,0.647,0.052,0.526,0.062,0.368,0.527,0.667,0.062,0.037,0.081,0.048,0.049,0.035,0.561
model.000.19.pdb,0.000,0.226,0.000,0.060,0.378,0.143,0.000,0.095,0.042,0.104,0.000,0.000,0.013,0.058,0.203,0.062,0.118,0.281,0.086,0.000
