 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.500,0.196,0.150,0.358,0.417,0.489,0.326,0.000,0.111,0.380,0.108,0.439,0.333,0.108,0.605,0.109,0.224,0.000,0.119,0.204
model.000.01.pdb,0.175,0.018,0.000,0.281,0.302,0.224,0.016,0.000,0.000,0.489,0.000,0.017,0.182,0.000,0.273,0.000,0.419,0.000,0.000,0.000
model.000.02.pdb,0.346,0.093,0.043,0.382,0.309,0.298,0.083,0.169,0.042,0.217,0.049,0.105,0.417,0.041,0.237,0.000,0.032,0.075,0.026,0.045
model.000.03.pdb,0.127,0.380,0.660,0.103,0.123,0.135,0.500,0.162,0.714,0.064,0.655,0.377,0.147,0.686,0.122,0.596,0.014,0.344,0.780,0.717
model.000.04.pdb,0.600,0.326,0.230,0.500,0.451,0.583,0.426,0.060,0.169,0.316,0.189,0.548,0.556,0.182,0.442,0.175,0.065,0.014,0.174,0.291
model.000.05.pdb,0.066,0.346,0.647,0.074,0.051,0.076,0.382,0.250,0.735,0.012,0.702,0.276,0.097,0.642,0.077,0.583,0.000,0.482,0.800,0.600
model.000.06.pdb,0.340,0.111,0.072,0.400,0.281,0.293,0.100,0.207,0.027,0.233,0.074,0.143,0.408,0.027,0.213,0.000,0.016,0.090,0.026,0.061
model.000.07.pdb,0.087,0.306,0.393,0.080,0.027,0.053,0.228,0.451,0.436,0.000,0.569,0.172,0.106,0.373,0.026,0.400,0.000,0.638,0.585,0.396
model.000.08.pdb,0.592,0.241,0.141,0.585,0.633,0.673,0.327,0.027,0.108,0.528,0.119,0.392,0.551,0.105,0.620,0.106,0.263,0.000,0.115,0.203
model.000.09.pdb,0.617,0.250,0.145,0.577,0.696,0.702,0.315,0.014,0.111,0.549,0.122,0.380,0.510,0.108,0.646,0.109,0.250,0.000,0.118,0.210
model.000.10.pdb,0.571,0.179,0.159,0.431,0.519,0.620,0.263,0.000,0.125,0.455,0.107,0.373,0.364,0.107,0.633,0.125,0.224,0.000,0.117,0.188
model.000.11.pdb,0.169,0.512,0.795,0.155,0.147,0.176,0.651,0.136,0.667,0.082,0.586,0.468,0.194,0.577,0.145,0.614,0.014,0.258,0.604,0.705
model.000.12.pdb,0.219,0.031,0.013,0.312,0.311,0.242,0.043,0.100,0.000,0.421,0.022,0.029,0.246,0.000,0.246,0.000,0.143,0.039,0.000,0.000
model.000.13.pdb,0.829,0.208,0.099,0.653,0.674,0.756,0.228,0.028,0.068,0.560,0.083,0.333,0.622,0.066,0.660,0.061,0.211,0.000,0.077,0.138
model.000.14.pdb,0.086,0.327,0.646,0.079,0.068,0.096,0.420,0.172,0.739,0.026,0.643,0.302,0.088,0.708,0.097,0.614,0.000,0.345,0.771,0.667
model.000.15.pdb,0.630,0.255,0.114,0.688,0.604,0.580,0.228,0.104,0.082,0.444,0.123,0.283,0.738,0.080,0.444,0.045,0.131,0.027,0.077,0.138
model.000.16.pdb,0.250,0.059,0.097,0.246,0.314,0.327,0.154,0.000,0.062,0.388,0.052,0.234,0.125,0.076,0.447,0.111,0.439,0.000,0.072,0.103
model.000.17.pdb,0.638,0.222,0.176,0.596,0.646,0.688,0.333,0.027,0.125,0.569,0.134,0.400,0.500,0.122,0.667,0.143,0.224,0.013,0.132,0.226
model.000.18.pdb,0.051,0.263,0.564,0.060,0.037,0.036,0.258,0.390,0.582,0.012,0.737,0.152,0.066,0.508,0.024,0.529,0.000,0.635,0.704,0.439
model.000.19.pdb,0.183,0.034,0.028,0.132,0.197,0.190,0.082,0.000,0.014,0.254,0.012,0.123,0.078,0.027,0.276,0.031,0.585,0.000,0.013,0.029
