 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.500,0.175,0.346,0.127,0.600,0.066,0.340,0.087,0.592,0.617,0.571,0.169,0.219,0.829,0.086,0.630,0.250,0.638,0.051,0.183
model.000.01.pdb,0.196,0.018,0.093,0.380,0.326,0.346,0.111,0.306,0.241,0.250,0.179,0.512,0.031,0.208,0.327,0.255,0.059,0.222,0.263,0.034
model.000.02.pdb,0.150,0.000,0.043,0.660,0.230,0.647,0.072,0.393,0.141,0.145,0.159,0.795,0.013,0.099,0.646,0.114,0.097,0.176,0.564,0.028
model.000.03.pdb,0.358,0.281,0.382,0.103,0.500,0.074,0.400,0.080,0.585,0.577,0.431,0.155,0.312,0.653,0.079,0.688,0.246,0.596,0.060,0.132
model.000.04.pdb,0.417,0.302,0.309,0.123,0.451,0.051,0.281,0.027,0.633,0.696,0.519,0.147,0.311,0.674,0.068,0.604,0.314,0.646,0.037,0.197
model.000.05.pdb,0.489,0.224,0.298,0.135,0.583,0.076,0.293,0.053,0.673,0.702,0.620,0.176,0.242,0.756,0.096,0.580,0.327,0.688,0.036,0.190
model.000.06.pdb,0.326,0.016,0.083,0.500,0.426,0.382,0.100,0.228,0.327,0.315,0.263,0.651,0.043,0.228,0.420,0.228,0.154,0.333,0.258,0.082
model.000.07.pdb,0.000,0.000,0.169,0.162,0.060,0.250,0.207,0.451,0.027,0.014,0.000,0.136,0.100,0.028,0.172,0.104,0.000,0.027,0.390,0.000
model.000.08.pdb,0.111,0.000,0.042,0.714,0.169,0.735,0.027,0.436,0.108,0.111,0.125,0.667,0.000,0.068,0.739,0.082,0.062,0.125,0.582,0.014
model.000.09.pdb,0.380,0.489,0.217,0.064,0.316,0.012,0.233,0.000,0.528,0.549,0.455,0.082,0.421,0.560,0.026,0.444,0.388,0.569,0.012,0.254
model.000.10.pdb,0.108,0.000,0.049,0.655,0.189,0.702,0.074,0.569,0.119,0.122,0.107,0.586,0.022,0.083,0.643,0.123,0.052,0.134,0.737,0.012
model.000.11.pdb,0.439,0.017,0.105,0.377,0.548,0.276,0.143,0.172,0.392,0.380,0.373,0.468,0.029,0.333,0.302,0.283,0.234,0.400,0.152,0.123
model.000.12.pdb,0.333,0.182,0.417,0.147,0.556,0.097,0.408,0.106,0.551,0.510,0.364,0.194,0.246,0.622,0.088,0.738,0.125,0.500,0.066,0.078
model.000.13.pdb,0.108,0.000,0.041,0.686,0.182,0.642,0.027,0.373,0.105,0.108,0.107,0.577,0.000,0.066,0.708,0.080,0.076,0.122,0.508,0.027
model.000.14.pdb,0.605,0.273,0.237,0.122,0.442,0.077,0.213,0.026,0.620,0.646,0.633,0.145,0.246,0.660,0.097,0.444,0.447,0.667,0.024,0.276
model.000.15.pdb,0.109,0.000,0.000,0.596,0.175,0.583,0.000,0.400,0.106,0.109,0.125,0.614,0.000,0.061,0.614,0.045,0.111,0.143,0.529,0.031
model.000.16.pdb,0.224,0.419,0.032,0.014,0.065,0.000,0.016,0.000,0.263,0.250,0.224,0.014,0.143,0.211,0.000,0.131,0.439,0.224,0.000,0.585
model.000.17.pdb,0.000,0.000,0.075,0.344,0.014,0.482,0.090,0.638,0.000,0.000,0.000,0.258,0.039,0.000,0.345,0.027,0.000,0.013,0.635,0.000
model.000.18.pdb,0.119,0.000,0.026,0.780,0.174,0.800,0.026,0.585,0.115,0.118,0.117,0.604,0.000,0.077,0.771,0.077,0.072,0.132,0.704,0.013
model.000.19.pdb,0.204,0.000,0.045,0.717,0.291,0.600,0.061,0.396,0.203,0.210,0.188,0.705,0.000,0.138,0.667,0.138,0.103,0.226,0.439,0.029
