 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.310,0.094,0.634,0.312,0.264,0.409,0.129,0.540,0.200,0.340,0.000,0.000,0.129,0.347,0.015,0.391,0.045,0.086,0.553,0.189
model.000.01.pdb,0.000,0.109,0.172,0.000,0.000,0.016,0.000,0.279,0.000,0.016,0.135,0.046,0.000,0.426,0.000,0.477,0.000,0.049,0.298,0.103
model.000.02.pdb,0.135,0.644,0.246,0.117,0.092,0.082,0.072,0.286,0.049,0.196,0.000,0.127,0.072,0.094,0.183,0.115,0.072,0.000,0.222,0.000
model.000.03.pdb,0.302,0.091,0.157,0.510,0.620,0.462,0.615,0.138,0.510,0.375,0.000,0.038,0.615,0.081,0.125,0.054,0.448,0.055,0.115,0.069
model.000.04.pdb,0.386,0.288,0.587,0.500,0.404,0.545,0.226,0.509,0.269,0.568,0.000,0.000,0.152,0.200,0.074,0.186,0.086,0.000,0.491,0.045
model.000.05.pdb,0.228,0.104,0.079,0.368,0.519,0.328,0.604,0.082,0.471,0.279,0.000,0.079,0.635,0.052,0.242,0.013,0.545,0.054,0.060,0.054
model.000.06.pdb,0.176,0.744,0.241,0.133,0.108,0.098,0.056,0.262,0.032,0.214,0.000,0.180,0.071,0.060,0.220,0.062,0.103,0.000,0.219,0.000
model.000.07.pdb,0.208,0.179,0.056,0.200,0.288,0.203,0.491,0.075,0.232,0.241,0.000,0.101,0.580,0.000,0.407,0.000,0.795,0.029,0.038,0.000
model.000.08.pdb,0.314,0.242,0.646,0.339,0.295,0.370,0.155,0.679,0.180,0.389,0.000,0.000,0.123,0.368,0.026,0.382,0.051,0.056,0.667,0.119
model.000.09.pdb,0.275,0.231,0.604,0.327,0.283,0.358,0.143,0.642,0.167,0.377,0.000,0.013,0.111,0.357,0.013,0.370,0.067,0.043,0.596,0.106
model.000.10.pdb,0.222,0.141,0.625,0.254,0.238,0.352,0.125,0.544,0.203,0.276,0.000,0.013,0.110,0.400,0.000,0.471,0.066,0.072,0.585,0.175
model.000.11.pdb,0.383,0.111,0.167,0.622,0.711,0.532,0.600,0.176,0.628,0.460,0.000,0.000,0.600,0.101,0.116,0.057,0.429,0.028,0.169,0.058
model.000.12.pdb,0.015,0.367,0.197,0.014,0.013,0.014,0.000,0.236,0.000,0.056,0.045,0.234,0.012,0.182,0.097,0.246,0.025,0.000,0.214,0.014
model.000.13.pdb,0.231,0.295,0.727,0.241,0.206,0.291,0.082,0.686,0.113,0.333,0.000,0.027,0.082,0.339,0.041,0.404,0.053,0.029,0.608,0.108
model.000.14.pdb,0.250,0.067,0.100,0.404,0.540,0.358,0.600,0.087,0.489,0.304,0.000,0.041,0.600,0.070,0.132,0.028,0.455,0.074,0.078,0.058
model.000.15.pdb,0.231,0.463,0.551,0.263,0.226,0.268,0.113,0.564,0.095,0.412,0.000,0.041,0.097,0.190,0.101,0.237,0.082,0.000,0.491,0.043
model.000.16.pdb,0.125,0.030,0.375,0.170,0.138,0.245,0.078,0.407,0.157,0.127,0.018,0.000,0.062,0.548,0.000,0.537,0.000,0.127,0.469,0.240
model.000.17.pdb,0.245,0.227,0.660,0.321,0.279,0.377,0.157,0.630,0.183,0.370,0.000,0.013,0.125,0.400,0.026,0.415,0.080,0.014,0.585,0.088
model.000.18.pdb,0.143,0.130,0.024,0.250,0.333,0.197,0.582,0.056,0.305,0.194,0.000,0.091,0.611,0.012,0.355,0.000,0.706,0.053,0.034,0.067
model.000.19.pdb,0.053,0.000,0.241,0.079,0.059,0.136,0.014,0.281,0.066,0.062,0.145,0.000,0.014,0.365,0.000,0.408,0.000,0.308,0.345,0.417
