 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.442,0.186,0.500,0.327,0.533,0.169,0.169,0.222,0.100,0.164,0.203,0.100,0.031,0.014,0.000,0.119,0.429,0.667,0.044,0.314
model.000.01.pdb,0.519,0.175,0.489,0.622,0.521,0.159,0.352,0.186,0.061,0.154,0.190,0.111,0.129,0.027,0.000,0.129,0.451,0.609,0.042,0.268
model.000.02.pdb,0.453,0.241,0.511,0.543,0.479,0.200,0.246,0.283,0.000,0.217,0.259,0.153,0.153,0.028,0.000,0.132,0.600,0.532,0.058,0.408
model.000.03.pdb,0.214,0.125,0.311,0.107,0.240,0.150,0.051,0.157,0.073,0.185,0.208,0.157,0.000,0.000,0.121,0.062,0.260,0.286,0.032,0.250
model.000.04.pdb,0.134,0.660,0.151,0.145,0.208,0.774,0.012,0.585,0.000,0.618,0.712,0.615,0.151,0.475,0.111,0.691,0.397,0.158,0.534,0.574
model.000.05.pdb,0.462,0.164,0.558,0.429,0.628,0.149,0.186,0.196,0.098,0.161,0.180,0.081,0.081,0.014,0.000,0.101,0.543,0.732,0.029,0.333
model.000.06.pdb,0.412,0.241,0.537,0.294,0.500,0.197,0.119,0.260,0.068,0.236,0.259,0.145,0.016,0.015,0.000,0.108,0.489,0.558,0.046,0.391
model.000.07.pdb,0.014,0.429,0.000,0.062,0.062,0.382,0.000,0.347,0.000,0.420,0.246,0.269,0.320,0.532,0.043,0.471,0.129,0.045,0.578,0.155
model.000.08.pdb,0.415,0.000,0.269,0.255,0.169,0.000,0.643,0.000,0.347,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.061,0.148,0.000,0.000
model.000.09.pdb,0.095,0.642,0.122,0.089,0.147,0.632,0.000,0.566,0.000,0.760,0.571,0.566,0.186,0.561,0.113,0.643,0.299,0.115,0.600,0.424
model.000.10.pdb,0.267,0.000,0.155,0.186,0.094,0.000,0.429,0.000,0.196,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.044,0.076,0.000,0.000
model.000.11.pdb,0.351,0.000,0.259,0.246,0.164,0.000,0.479,0.000,0.511,0.000,0.000,0.000,0.046,0.000,0.072,0.000,0.075,0.143,0.000,0.015
model.000.12.pdb,0.029,0.548,0.017,0.103,0.103,0.420,0.000,0.452,0.000,0.435,0.375,0.356,0.220,0.489,0.031,0.522,0.226,0.066,0.535,0.292
model.000.13.pdb,0.107,0.696,0.121,0.116,0.167,0.714,0.000,0.682,0.000,0.756,0.646,0.574,0.156,0.455,0.067,0.596,0.368,0.114,0.580,0.562
model.000.14.pdb,0.400,0.241,0.417,0.511,0.511,0.219,0.203,0.259,0.046,0.217,0.259,0.172,0.133,0.057,0.000,0.185,0.565,0.565,0.090,0.408
model.000.15.pdb,0.263,0.396,0.312,0.347,0.375,0.327,0.065,0.432,0.000,0.333,0.417,0.260,0.105,0.078,0.000,0.220,0.634,0.367,0.133,0.561
model.000.16.pdb,0.348,0.096,0.472,0.167,0.400,0.086,0.120,0.128,0.104,0.137,0.115,0.060,0.000,0.000,0.000,0.016,0.295,0.425,0.000,0.200
model.000.17.pdb,0.558,0.134,0.674,0.531,0.596,0.123,0.293,0.161,0.108,0.132,0.149,0.059,0.075,0.013,0.000,0.080,0.462,0.689,0.013,0.259
model.000.18.pdb,0.000,0.159,0.015,0.000,0.000,0.362,0.000,0.113,0.015,0.175,0.321,0.380,0.015,0.316,0.442,0.322,0.058,0.000,0.276,0.148
model.000.19.pdb,0.012,0.421,0.013,0.053,0.053,0.500,0.000,0.351,0.000,0.414,0.323,0.375,0.262,0.729,0.137,0.564,0.141,0.013,0.640,0.219
