 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.649,0.477,0.465,0.317,0.145,0.722,0.568,0.017,0.151,0.099,0.088,0.167,0.057,0.113,0.500,0.318,0.548,0.634,0.000,0.014
model.000.01.pdb,0.088,0.179,0.067,0.038,0.000,0.086,0.054,0.000,0.722,0.000,0.575,0.422,0.000,0.000,0.049,0.017,0.089,0.172,0.000,0.000
model.000.02.pdb,0.083,0.232,0.218,0.000,0.051,0.119,0.051,0.121,0.182,0.065,0.179,0.098,0.071,0.074,0.175,0.088,0.000,0.183,0.000,0.086
model.000.03.pdb,0.230,0.197,0.305,0.193,0.824,0.226,0.286,0.250,0.000,0.586,0.000,0.000,0.373,0.627,0.283,0.412,0.148,0.174,0.322,0.365
model.000.04.pdb,0.426,0.614,0.769,0.200,0.232,0.581,0.455,0.047,0.098,0.167,0.062,0.113,0.069,0.172,0.605,0.455,0.256,0.553,0.014,0.026
model.000.05.pdb,0.152,0.143,0.200,0.150,0.741,0.132,0.197,0.382,0.000,0.722,0.000,0.000,0.449,0.787,0.200,0.327,0.086,0.108,0.386,0.500
model.000.06.pdb,0.100,0.250,0.236,0.000,0.050,0.136,0.068,0.119,0.138,0.051,0.155,0.079,0.052,0.057,0.193,0.125,0.000,0.180,0.000,0.100
model.000.07.pdb,0.094,0.088,0.091,0.000,0.571,0.060,0.081,0.628,0.000,0.611,0.000,0.000,0.625,0.592,0.143,0.155,0.000,0.041,0.237,0.653
model.000.08.pdb,0.460,0.638,0.562,0.158,0.152,0.510,0.346,0.028,0.304,0.098,0.194,0.316,0.062,0.110,0.500,0.296,0.277,0.612,0.000,0.012
model.000.09.pdb,0.392,0.667,0.587,0.143,0.156,0.500,0.333,0.029,0.315,0.100,0.220,0.327,0.065,0.113,0.490,0.283,0.234,0.571,0.000,0.025
model.000.10.pdb,0.565,0.551,0.480,0.275,0.139,0.587,0.468,0.014,0.263,0.099,0.159,0.233,0.047,0.111,0.451,0.278,0.405,0.660,0.000,0.025
model.000.11.pdb,0.291,0.250,0.352,0.231,0.648,0.286,0.360,0.203,0.000,0.517,0.000,0.014,0.320,0.646,0.327,0.545,0.184,0.242,0.175,0.281
model.000.12.pdb,0.043,0.203,0.136,0.015,0.000,0.042,0.029,0.058,0.352,0.011,0.510,0.190,0.000,0.013,0.087,0.014,0.034,0.145,0.000,0.063
model.000.13.pdb,0.400,0.609,0.469,0.145,0.100,0.449,0.367,0.045,0.346,0.074,0.246,0.241,0.066,0.068,0.469,0.218,0.267,0.551,0.000,0.013
model.000.14.pdb,0.183,0.172,0.237,0.185,0.745,0.161,0.236,0.291,0.000,0.630,0.000,0.000,0.375,0.681,0.237,0.360,0.115,0.132,0.345,0.367
model.000.15.pdb,0.273,0.574,0.469,0.050,0.100,0.340,0.196,0.061,0.250,0.061,0.203,0.220,0.066,0.083,0.412,0.218,0.118,0.434,0.000,0.038
model.000.16.pdb,0.429,0.255,0.192,0.325,0.099,0.386,0.390,0.000,0.277,0.085,0.173,0.292,0.000,0.079,0.216,0.213,0.516,0.435,0.000,0.000
model.000.17.pdb,0.385,0.617,0.574,0.204,0.169,0.490,0.380,0.029,0.309,0.113,0.237,0.276,0.063,0.127,0.510,0.255,0.311,0.592,0.000,0.037
model.000.18.pdb,0.054,0.065,0.111,0.109,0.714,0.068,0.119,0.500,0.000,0.727,0.000,0.000,0.460,0.623,0.111,0.190,0.048,0.050,0.350,0.618
model.000.19.pdb,0.347,0.148,0.115,0.255,0.037,0.288,0.260,0.000,0.222,0.025,0.117,0.447,0.000,0.014,0.153,0.105,0.359,0.263,0.000,0.000
