 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.488,0.151,0.291,0.228,0.000,0.000,0.017,0.319,0.186,0.015,0.131,0.304,0.227,0.111,0.400,0.034,0.190,0.000,0.415,0.463,0.149,0.207,0.353,0.186,0.017,0.182,0.133,0.422,0.381,0.236
model.000.01.pdb,0.274,0.689,0.147,0.269,0.250,0.145,0.434,0.167,0.179,0.328,0.273,0.442,0.062,0.316,0.147,0.152,0.105,0.029,0.159,0.119,0.559,0.164,0.135,0.181,0.370,0.067,0.407,0.097,0.377,0.064
model.000.02.pdb,0.490,0.217,0.122,0.608,0.059,0.333,0.237,0.088,0.033,0.258,0.500,0.440,0.571,0.029,0.190,0.000,0.052,0.000,0.148,0.241,0.435,0.065,0.125,0.608,0.127,0.069,0.096,0.407,0.522,0.096
model.000.03.pdb,0.500,0.113,0.436,0.300,0.000,0.016,0.015,0.400,0.135,0.014,0.185,0.259,0.265,0.046,0.651,0.095,0.283,0.000,0.500,0.744,0.181,0.300,0.481,0.238,0.015,0.352,0.056,0.600,0.375,0.407
model.000.04.pdb,0.490,0.090,0.596,0.281,0.000,0.030,0.000,0.480,0.189,0.013,0.174,0.220,0.222,0.043,0.705,0.141,0.421,0.000,0.556,0.800,0.156,0.367,0.653,0.206,0.014,0.453,0.026,0.583,0.321,0.538
model.000.05.pdb,0.578,0.079,0.393,0.328,0.000,0.050,0.030,0.380,0.160,0.014,0.206,0.264,0.356,0.031,0.556,0.062,0.246,0.000,0.548,0.718,0.183,0.283,0.434,0.305,0.000,0.286,0.027,0.690,0.383,0.339
model.000.06.pdb,0.295,0.118,0.720,0.149,0.000,0.000,0.000,0.711,0.404,0.000,0.077,0.154,0.095,0.190,0.660,0.310,0.615,0.000,0.659,0.562,0.082,0.518,0.714,0.104,0.000,0.538,0.122,0.411,0.177,0.537
model.000.07.pdb,0.433,0.297,0.134,0.643,0.065,0.444,0.239,0.091,0.058,0.375,0.655,0.464,0.434,0.051,0.197,0.012,0.071,0.000,0.159,0.224,0.478,0.082,0.138,0.673,0.125,0.074,0.111,0.365,0.481,0.098
model.000.08.pdb,0.278,0.031,0.462,0.154,0.000,0.000,0.000,0.457,0.143,0.000,0.072,0.083,0.229,0.000,0.581,0.100,0.345,0.000,0.432,0.548,0.051,0.293,0.510,0.190,0.000,0.429,0.000,0.468,0.167,0.490
model.000.09.pdb,0.674,0.190,0.362,0.418,0.000,0.067,0.078,0.321,0.204,0.057,0.305,0.417,0.265,0.097,0.479,0.078,0.222,0.000,0.467,0.619,0.288,0.258,0.375,0.300,0.047,0.259,0.101,0.532,0.535,0.288
model.000.10.pdb,0.000,0.000,0.000,0.000,0.105,0.073,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.013,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000
model.000.11.pdb,0.000,0.106,0.000,0.012,0.333,0.015,0.197,0.028,0.050,0.114,0.013,0.000,0.000,0.241,0.000,0.177,0.066,0.408,0.000,0.000,0.127,0.123,0.000,0.012,0.365,0.055,0.311,0.000,0.000,0.026
model.000.12.pdb,0.234,0.086,0.792,0.118,0.014,0.000,0.027,0.750,0.467,0.013,0.063,0.119,0.113,0.230,0.560,0.382,0.647,0.000,0.587,0.471,0.082,0.574,0.714,0.104,0.014,0.538,0.137,0.339,0.141,0.537
model.000.13.pdb,0.172,0.108,0.051,0.373,0.044,0.489,0.180,0.058,0.000,0.375,0.404,0.109,0.327,0.000,0.072,0.000,0.013,0.000,0.062,0.109,0.189,0.013,0.053,0.446,0.045,0.056,0.013,0.230,0.131,0.053
model.000.14.pdb,0.086,0.217,0.203,0.038,0.091,0.000,0.141,0.276,0.432,0.083,0.052,0.180,0.000,0.714,0.119,0.404,0.286,0.062,0.186,0.075,0.141,0.390,0.157,0.038,0.145,0.149,0.667,0.056,0.111,0.096
model.000.15.pdb,0.159,0.111,0.013,0.339,0.113,0.512,0.207,0.014,0.000,0.415,0.393,0.131,0.340,0.000,0.029,0.000,0.000,0.000,0.015,0.078,0.284,0.013,0.013,0.519,0.079,0.014,0.013,0.217,0.136,0.027
model.000.16.pdb,0.179,0.101,0.564,0.090,0.014,0.000,0.041,0.604,0.571,0.013,0.063,0.103,0.045,0.415,0.368,0.617,0.647,0.000,0.431,0.316,0.070,0.735,0.500,0.076,0.014,0.404,0.277,0.197,0.090,0.407
model.000.17.pdb,0.000,0.000,0.068,0.054,0.000,0.085,0.000,0.014,0.000,0.057,0.055,0.000,0.069,0.000,0.000,0.045,0.085,0.016,0.000,0.000,0.000,0.000,0.055,0.099,0.000,0.074,0.000,0.029,0.000,0.134
model.000.18.pdb,0.390,0.197,0.099,0.571,0.040,0.480,0.197,0.067,0.015,0.377,0.582,0.393,0.440,0.026,0.157,0.000,0.048,0.000,0.118,0.219,0.397,0.060,0.115,0.630,0.100,0.064,0.089,0.344,0.407,0.089
model.000.19.pdb,0.029,0.000,0.068,0.099,0.000,0.143,0.030,0.014,0.000,0.104,0.100,0.030,0.192,0.000,0.060,0.000,0.069,0.000,0.000,0.062,0.049,0.026,0.069,0.182,0.000,0.074,0.000,0.143,0.031,0.134
model.000.20.pdb,0.211,0.119,0.434,0.087,0.016,0.000,0.048,0.523,0.647,0.014,0.057,0.140,0.054,0.413,0.333,0.435,0.451,0.000,0.465,0.250,0.093,0.630,0.396,0.042,0.016,0.228,0.259,0.211,0.145,0.281
model.000.21.pdb,0.391,0.109,0.365,0.167,0.000,0.000,0.000,0.476,0.275,0.000,0.078,0.176,0.149,0.132,0.465,0.089,0.278,0.000,0.526,0.500,0.085,0.321,0.380,0.129,0.000,0.275,0.115,0.422,0.261,0.308
model.000.22.pdb,0.127,0.172,0.000,0.400,0.136,0.658,0.308,0.000,0.000,0.587,0.490,0.155,0.173,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.312,0.013,0.000,0.375,0.119,0.000,0.027,0.109,0.140,0.000
model.000.23.pdb,0.696,0.190,0.214,0.474,0.042,0.228,0.136,0.188,0.102,0.159,0.361,0.510,0.478,0.042,0.328,0.027,0.122,0.000,0.286,0.396,0.338,0.151,0.239,0.448,0.090,0.129,0.093,0.592,0.565,0.171
model.000.24.pdb,0.630,0.220,0.188,0.500,0.060,0.241,0.200,0.159,0.051,0.185,0.429,0.543,0.512,0.044,0.298,0.000,0.081,0.000,0.255,0.365,0.419,0.110,0.212,0.473,0.111,0.118,0.113,0.500,0.643,0.162
model.000.25.pdb,0.568,0.100,0.206,0.500,0.048,0.271,0.158,0.196,0.057,0.183,0.345,0.354,0.595,0.016,0.283,0.048,0.121,0.000,0.260,0.354,0.281,0.136,0.213,0.562,0.103,0.167,0.043,0.500,0.465,0.197
model.000.26.pdb,0.298,0.145,0.723,0.159,0.014,0.000,0.014,0.756,0.419,0.013,0.082,0.186,0.123,0.207,0.659,0.291,0.491,0.000,0.744,0.556,0.115,0.538,0.681,0.127,0.015,0.471,0.130,0.396,0.193,0.444
model.000.27.pdb,0.434,0.460,0.137,0.344,0.108,0.193,0.304,0.138,0.167,0.238,0.373,0.756,0.222,0.286,0.154,0.123,0.095,0.000,0.167,0.161,0.508,0.139,0.125,0.262,0.203,0.027,0.379,0.206,0.556,0.039
model.000.28.pdb,0.411,0.434,0.103,0.667,0.154,0.392,0.434,0.069,0.048,0.473,0.647,0.500,0.327,0.056,0.147,0.013,0.050,0.000,0.141,0.210,0.643,0.076,0.105,0.466,0.254,0.039,0.169,0.295,0.553,0.078
model.000.29.pdb,0.533,0.100,0.288,0.364,0.000,0.070,0.048,0.288,0.057,0.044,0.233,0.300,0.405,0.032,0.447,0.048,0.175,0.000,0.370,0.585,0.224,0.210,0.345,0.364,0.032,0.228,0.058,0.568,0.432,0.281
