 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.286,0.073,0.538,0.000,0.250,0.134,0.081,0.500,0.000,0.000,0.041,0.420,0.000,0.064,0.471,0.241,0.783,0.194,0.702,0.108
model.000.01.pdb,0.088,0.026,0.250,0.000,0.058,0.294,0.167,0.475,0.000,0.000,0.000,0.130,0.000,0.000,0.204,0.442,0.358,0.333,0.346,0.029
model.000.02.pdb,0.014,0.048,0.067,0.000,0.000,0.810,0.633,0.113,0.000,0.000,0.000,0.029,0.000,0.000,0.042,0.565,0.108,0.345,0.096,0.038
model.000.03.pdb,0.000,0.000,0.000,0.000,0.000,0.196,0.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.000,0.226,0.000,0.000
model.000.04.pdb,0.000,0.000,0.132,0.000,0.088,0.058,0.027,0.269,0.000,0.000,0.000,0.062,0.000,0.000,0.125,0.062,0.129,0.365,0.167,0.000
model.000.05.pdb,0.000,0.000,0.000,0.000,0.000,0.340,0.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.000,0.245,0.000,0.000
model.000.06.pdb,0.000,0.000,0.024,0.000,0.000,0.081,0.063,0.090,0.000,0.000,0.000,0.014,0.000,0.000,0.026,0.041,0.036,0.279,0.050,0.000
model.000.07.pdb,0.070,0.000,0.353,0.000,0.125,0.204,0.078,0.657,0.000,0.000,0.000,0.200,0.000,0.000,0.306,0.298,0.420,0.312,0.438,0.000
model.000.08.pdb,0.069,0.000,0.400,0.000,0.170,0.158,0.061,0.788,0.000,0.000,0.000,0.220,0.000,0.000,0.327,0.240,0.412,0.306,0.429,0.000
model.000.09.pdb,0.043,0.239,0.000,0.365,0.000,0.000,0.000,0.000,0.659,0.714,0.328,0.000,0.568,0.297,0.000,0.000,0.000,0.000,0.000,0.206
model.000.10.pdb,0.291,0.359,0.129,0.296,0.185,0.000,0.000,0.015,0.532,0.511,0.490,0.167,0.581,0.577,0.175,0.000,0.095,0.000,0.082,0.446
model.000.11.pdb,0.360,0.063,0.689,0.031,0.419,0.091,0.013,0.413,0.000,0.000,0.074,0.558,0.000,0.113,0.651,0.115,0.625,0.061,0.520,0.147
model.000.12.pdb,0.017,0.000,0.115,0.000,0.000,0.488,0.259,0.326,0.000,0.000,0.000,0.035,0.000,0.000,0.086,0.500,0.167,0.590,0.172,0.000
model.000.13.pdb,0.414,0.719,0.125,0.141,0.154,0.024,0.084,0.026,0.221,0.242,0.475,0.174,0.339,0.550,0.149,0.065,0.136,0.000,0.098,0.769
model.000.14.pdb,0.000,0.000,0.000,0.000,0.000,0.138,0.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.164,0.000,0.000
model.000.15.pdb,0.412,0.492,0.127,0.060,0.102,0.056,0.111,0.062,0.123,0.143,0.351,0.183,0.232,0.383,0.154,0.125,0.224,0.000,0.159,0.547
model.000.16.pdb,0.125,0.013,0.392,0.000,0.191,0.196,0.109,0.765,0.000,0.000,0.015,0.292,0.000,0.014,0.375,0.312,0.490,0.226,0.479,0.028
model.000.17.pdb,0.268,0.048,0.612,0.014,0.391,0.136,0.068,0.417,0.014,0.000,0.070,0.489,0.015,0.093,0.542,0.203,0.688,0.123,0.717,0.110
model.000.18.pdb,0.315,0.074,0.612,0.000,0.362,0.136,0.082,0.478,0.000,0.000,0.070,0.489,0.015,0.093,0.542,0.246,0.723,0.141,0.756,0.141
model.000.19.pdb,0.089,0.027,0.255,0.000,0.059,0.226,0.131,0.526,0.000,0.000,0.000,0.132,0.000,0.000,0.208,0.386,0.392,0.340,0.380,0.029
