 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.063,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.509,0.096,0.000,0.649,0.000,0.448,0.000,0.064,0.092,0.014
model.000.01.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.651,0.489,0.000,0.000,0.266,0.000,0.164,0.000,0.000,0.000,0.000
model.000.02.pdb,0.175,0.036,0.000,0.000,0.049,0.000,0.000,0.077,0.118,0.015,0.245,0.432,0.000,0.203,0.000,0.136,0.137,0.245,0.269,0.037
model.000.03.pdb,0.169,0.341,0.438,0.176,0.200,0.244,0.159,0.261,0.229,0.000,0.000,0.048,0.583,0.000,0.135,0.000,0.200,0.097,0.115,0.289
model.000.04.pdb,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.355,0.537,0.081,0.000,0.424,0.000,0.254,0.000,0.078,0.078,0.000
model.000.05.pdb,0.119,0.250,0.471,0.347,0.220,0.442,0.254,0.208,0.182,0.000,0.000,0.029,0.465,0.000,0.275,0.000,0.138,0.057,0.072,0.231
model.000.06.pdb,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.274,0.625,0.136,0.000,0.508,0.000,0.339,0.014,0.114,0.130,0.000
model.000.07.pdb,0.733,0.511,0.130,0.000,0.136,0.016,0.038,0.523,0.478,0.000,0.055,0.451,0.269,0.100,0.000,0.147,0.500,0.426,0.540,0.558
model.000.08.pdb,0.133,0.027,0.012,0.000,0.000,0.000,0.000,0.014,0.014,0.197,0.474,0.174,0.000,0.727,0.000,0.545,0.041,0.135,0.167,0.042
model.000.09.pdb,0.596,0.304,0.122,0.000,0.053,0.000,0.012,0.263,0.259,0.000,0.188,0.549,0.127,0.240,0.000,0.297,0.370,0.640,0.640,0.309
model.000.10.pdb,0.055,0.063,0.027,0.153,0.542,0.067,0.588,0.158,0.175,0.000,0.000,0.058,0.083,0.000,0.241,0.000,0.097,0.041,0.070,0.100
model.000.11.pdb,0.118,0.103,0.181,0.013,0.000,0.059,0.000,0.028,0.027,0.049,0.091,0.095,0.043,0.301,0.000,0.371,0.086,0.077,0.105,0.104
model.000.12.pdb,0.673,0.385,0.139,0.000,0.113,0.000,0.024,0.392,0.385,0.000,0.110,0.560,0.167,0.195,0.000,0.242,0.521,0.620,0.688,0.420
model.000.13.pdb,0.000,0.000,0.013,0.161,0.219,0.046,0.371,0.000,0.000,0.066,0.013,0.013,0.000,0.000,0.268,0.000,0.000,0.013,0.000,0.000
model.000.14.pdb,0.048,0.083,0.222,0.039,0.000,0.103,0.011,0.013,0.000,0.114,0.101,0.012,0.086,0.342,0.013,0.333,0.068,0.036,0.048,0.069
model.000.15.pdb,0.215,0.302,0.274,0.207,0.520,0.222,0.339,0.360,0.353,0.000,0.000,0.103,0.523,0.000,0.150,0.000,0.273,0.147,0.200,0.360
model.000.16.pdb,0.013,0.047,0.167,0.388,0.451,0.255,0.653,0.065,0.063,0.000,0.000,0.000,0.182,0.000,0.396,0.000,0.030,0.000,0.000,0.065
model.000.17.pdb,0.065,0.108,0.065,0.237,0.549,0.113,0.720,0.145,0.143,0.000,0.000,0.026,0.148,0.000,0.309,0.000,0.090,0.038,0.066,0.127
model.000.18.pdb,0.039,0.062,0.082,0.296,0.583,0.138,0.804,0.115,0.131,0.000,0.000,0.027,0.117,0.000,0.353,0.000,0.061,0.026,0.040,0.079
model.000.19.pdb,0.455,0.167,0.067,0.000,0.055,0.000,0.000,0.211,0.250,0.000,0.179,0.689,0.079,0.233,0.000,0.270,0.291,0.436,0.491,0.190
