 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.030,0.186,0.595,0.051,0.222,0.000,0.000,0.185,0.032,0.000,0.000,0.029,0.000,0.000,0.488,0.148,0.000,0.000,0.032,0.167
model.000.01.pdb,0.224,0.240,0.244,0.072,0.022,0.000,0.000,0.191,0.075,0.000,0.060,0.292,0.000,0.074,0.233,0.240,0.037,0.000,0.000,0.240
model.000.02.pdb,0.040,0.176,0.500,0.095,0.354,0.000,0.000,0.233,0.071,0.000,0.000,0.039,0.000,0.013,0.651,0.176,0.000,0.000,0.088,0.194
model.000.03.pdb,0.000,0.000,0.014,0.000,0.015,0.071,0.571,0.000,0.000,0.553,0.000,0.000,0.180,0.000,0.000,0.000,0.027,0.088,0.027,0.000
model.000.04.pdb,0.014,0.132,0.650,0.023,0.292,0.000,0.014,0.109,0.000,0.046,0.000,0.027,0.000,0.000,0.447,0.100,0.000,0.000,0.029,0.116
model.000.05.pdb,0.489,0.500,0.000,0.558,0.000,0.051,0.000,0.370,0.730,0.000,0.622,0.533,0.000,0.667,0.000,0.468,0.432,0.017,0.000,0.533
model.000.06.pdb,0.136,0.328,0.294,0.187,0.148,0.000,0.000,0.420,0.180,0.000,0.030,0.132,0.000,0.123,0.478,0.305,0.029,0.000,0.044,0.351
model.000.07.pdb,0.058,0.154,0.684,0.036,0.304,0.000,0.000,0.150,0.014,0.000,0.000,0.087,0.000,0.029,0.535,0.136,0.000,0.000,0.030,0.154
model.000.08.pdb,0.000,0.000,0.161,0.000,0.130,0.000,0.203,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.061,0.000
model.000.09.pdb,0.327,0.264,0.120,0.129,0.000,0.000,0.000,0.196,0.127,0.000,0.160,0.426,0.000,0.167,0.115,0.241,0.151,0.000,0.000,0.241
model.000.10.pdb,0.460,0.531,0.000,0.554,0.000,0.062,0.000,0.353,0.707,0.000,0.610,0.531,0.000,0.690,0.000,0.531,0.408,0.031,0.000,0.500
model.000.11.pdb,0.138,0.015,0.000,0.026,0.000,0.000,0.068,0.000,0.000,0.093,0.073,0.193,0.000,0.032,0.000,0.000,0.127,0.000,0.000,0.000
model.000.12.pdb,0.345,0.246,0.000,0.257,0.000,0.131,0.000,0.129,0.315,0.000,0.523,0.357,0.015,0.412,0.000,0.188,0.591,0.046,0.000,0.226
model.000.13.pdb,0.467,0.478,0.000,0.455,0.000,0.052,0.000,0.319,0.658,0.000,0.735,0.478,0.000,0.641,0.000,0.388,0.476,0.017,0.000,0.447
model.000.14.pdb,0.143,0.028,0.000,0.036,0.000,0.063,0.095,0.000,0.015,0.083,0.102,0.156,0.049,0.045,0.000,0.000,0.236,0.031,0.000,0.000
model.000.15.pdb,0.291,0.106,0.000,0.118,0.000,0.031,0.015,0.063,0.097,0.016,0.231,0.304,0.000,0.150,0.000,0.058,0.340,0.000,0.000,0.074
model.000.16.pdb,0.339,0.466,0.014,0.702,0.029,0.000,0.000,0.519,0.481,0.000,0.246,0.328,0.000,0.373,0.070,0.466,0.179,0.013,0.068,0.466
model.000.17.pdb,0.039,0.174,0.400,0.094,0.375,0.000,0.000,0.250,0.070,0.000,0.000,0.038,0.000,0.041,0.600,0.174,0.000,0.000,0.136,0.191
model.000.18.pdb,0.560,0.600,0.045,0.559,0.000,0.028,0.000,0.480,0.630,0.000,0.479,0.538,0.000,0.583,0.044,0.600,0.396,0.014,0.000,0.667
model.000.19.pdb,0.000,0.000,0.031,0.000,0.050,0.014,0.460,0.000,0.000,0.568,0.000,0.000,0.115,0.000,0.000,0.000,0.029,0.029,0.029,0.000
