 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.217,0.000,0.048,0.132,0.500,0.145,0.000,0.193,0.000,0.000,0.296,0.000,0.304,0.000,0.000,0.204,0.535,0.092,0.718,0.083
model.000.01.pdb,0.308,0.000,0.463,0.180,0.070,0.320,0.000,0.260,0.185,0.091,0.066,0.400,0.062,0.421,0.076,0.154,0.000,0.404,0.000,0.333
model.000.02.pdb,0.756,0.000,0.246,0.137,0.309,0.222,0.000,0.345,0.014,0.092,0.188,0.104,0.145,0.083,0.093,0.291,0.108,0.242,0.197,0.614
model.000.03.pdb,0.217,0.000,0.444,0.222,0.065,0.315,0.000,0.214,0.327,0.055,0.094,0.417,0.090,0.686,0.041,0.140,0.000,0.365,0.000,0.182
model.000.04.pdb,0.145,0.117,0.203,0.064,0.000,0.132,0.090,0.057,0.500,0.239,0.000,0.805,0.013,0.250,0.262,0.014,0.000,0.185,0.000,0.203
model.000.05.pdb,0.101,0.146,0.162,0.034,0.000,0.090,0.125,0.025,0.431,0.319,0.000,0.673,0.012,0.237,0.324,0.000,0.000,0.133,0.000,0.145
model.000.06.pdb,0.136,0.000,0.457,0.549,0.214,0.587,0.000,0.373,0.145,0.000,0.412,0.148,0.415,0.356,0.000,0.426,0.015,0.521,0.078,0.047
model.000.07.pdb,0.388,0.000,0.176,0.161,0.605,0.222,0.000,0.370,0.000,0.000,0.383,0.000,0.308,0.019,0.000,0.364,0.271,0.222,0.512,0.176
model.000.08.pdb,0.022,0.556,0.000,0.000,0.000,0.000,0.214,0.000,0.130,0.583,0.000,0.117,0.000,0.000,0.649,0.000,0.012,0.000,0.000,0.078
model.000.09.pdb,0.000,0.051,0.000,0.234,0.079,0.043,0.095,0.014,0.000,0.000,0.143,0.000,0.210,0.000,0.000,0.081,0.046,0.014,0.078,0.000
model.000.10.pdb,0.092,0.000,0.154,0.673,0.357,0.397,0.000,0.300,0.053,0.000,0.600,0.026,0.729,0.131,0.000,0.415,0.101,0.246,0.242,0.027
model.000.11.pdb,0.122,0.125,0.210,0.061,0.000,0.125,0.085,0.054,0.386,0.243,0.000,0.660,0.012,0.255,0.246,0.027,0.000,0.174,0.000,0.172
model.000.12.pdb,0.114,0.104,0.228,0.065,0.000,0.134,0.161,0.058,0.609,0.093,0.014,0.521,0.026,0.362,0.174,0.000,0.000,0.188,0.000,0.094
model.000.13.pdb,0.259,0.000,0.463,0.180,0.070,0.320,0.000,0.212,0.231,0.075,0.066,0.432,0.062,0.500,0.060,0.132,0.000,0.404,0.000,0.250
model.000.14.pdb,0.000,0.655,0.000,0.000,0.000,0.000,0.472,0.000,0.159,0.257,0.000,0.039,0.000,0.000,0.243,0.000,0.013,0.000,0.000,0.000
model.000.15.pdb,0.242,0.000,0.380,0.620,0.346,0.705,0.000,0.600,0.058,0.000,0.574,0.043,0.510,0.212,0.000,0.683,0.077,0.500,0.164,0.131
model.000.16.pdb,0.000,0.491,0.000,0.000,0.000,0.000,0.565,0.000,0.175,0.171,0.000,0.028,0.000,0.000,0.227,0.000,0.000,0.000,0.000,0.000
model.000.17.pdb,0.000,0.636,0.000,0.000,0.000,0.000,0.351,0.000,0.113,0.318,0.000,0.040,0.000,0.000,0.303,0.000,0.013,0.000,0.000,0.000
model.000.18.pdb,0.000,0.655,0.000,0.000,0.000,0.000,0.444,0.000,0.176,0.354,0.000,0.068,0.000,0.000,0.359,0.000,0.000,0.000,0.000,0.000
model.000.19.pdb,0.119,0.000,0.015,0.179,0.447,0.123,0.000,0.167,0.000,0.000,0.286,0.000,0.364,0.000,0.000,0.175,0.581,0.074,0.643,0.015
