 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.000,0.228,0.757,0.000,0.000,0.000,0.153,0.000,0.000,0.373,0.545,0.000,0.000,0.286,0.000,0.097,0.015,0.066,0.610,0.610
model.000.01.pdb,0.000,0.250,0.000,0.255,0.043,0.000,0.340,0.083,0.000,0.016,0.016,0.425,0.245,0.196,0.347,0.086,0.000,0.000,0.034,0.000
model.000.02.pdb,0.000,0.810,0.268,0.039,0.012,0.000,0.370,0.127,0.000,0.169,0.321,0.115,0.041,0.814,0.100,0.072,0.000,0.000,0.333,0.286
model.000.03.pdb,0.000,0.129,0.000,0.396,0.055,0.000,0.283,0.037,0.000,0.014,0.000,0.348,0.420,0.108,0.315,0.115,0.000,0.000,0.031,0.000
model.000.04.pdb,0.125,0.118,0.000,0.600,0.221,0.000,0.121,0.219,0.051,0.000,0.000,0.619,0.540,0.083,0.791,0.014,0.000,0.000,0.000,0.000
model.000.05.pdb,0.156,0.077,0.000,0.630,0.300,0.000,0.079,0.276,0.059,0.000,0.000,0.551,0.518,0.049,0.771,0.012,0.012,0.000,0.000,0.000
model.000.06.pdb,0.000,0.075,0.098,0.134,0.000,0.000,0.321,0.000,0.000,0.241,0.029,0.103,0.159,0.072,0.090,0.429,0.000,0.063,0.153,0.030
model.000.07.pdb,0.000,0.383,0.579,0.000,0.000,0.000,0.312,0.000,0.000,0.354,0.537,0.000,0.000,0.489,0.000,0.145,0.000,0.034,0.743,0.525
model.000.08.pdb,0.550,0.048,0.000,0.095,0.696,0.239,0.000,0.629,0.324,0.000,0.012,0.127,0.127,0.047,0.203,0.000,0.279,0.000,0.000,0.012
model.000.09.pdb,0.055,0.000,0.047,0.000,0.013,0.108,0.000,0.000,0.114,0.286,0.000,0.000,0.000,0.000,0.000,0.321,0.127,0.718,0.097,0.015
model.000.10.pdb,0.000,0.096,0.210,0.037,0.000,0.000,0.238,0.000,0.000,0.569,0.099,0.000,0.052,0.093,0.025,0.625,0.000,0.172,0.288,0.118
model.000.11.pdb,0.133,0.096,0.000,0.647,0.243,0.000,0.114,0.208,0.036,0.000,0.000,0.532,0.446,0.065,0.723,0.013,0.013,0.000,0.000,0.000
model.000.12.pdb,0.111,0.056,0.000,0.717,0.188,0.027,0.123,0.100,0.095,0.000,0.000,0.426,0.727,0.041,0.490,0.028,0.000,0.000,0.000,0.000
model.000.13.pdb,0.000,0.182,0.000,0.327,0.043,0.000,0.286,0.068,0.000,0.016,0.000,0.425,0.294,0.136,0.347,0.086,0.000,0.000,0.034,0.000
model.000.14.pdb,0.593,0.000,0.000,0.104,0.467,0.558,0.000,0.237,0.740,0.000,0.000,0.043,0.139,0.000,0.093,0.000,0.455,0.070,0.000,0.000
model.000.15.pdb,0.000,0.213,0.211,0.040,0.000,0.000,0.500,0.000,0.000,0.345,0.143,0.031,0.056,0.206,0.027,0.412,0.000,0.045,0.273,0.129
model.000.16.pdb,0.455,0.000,0.000,0.113,0.344,0.364,0.000,0.158,0.558,0.000,0.000,0.031,0.152,0.000,0.086,0.000,0.276,0.111,0.000,0.000
model.000.17.pdb,0.700,0.000,0.000,0.077,0.500,0.481,0.000,0.274,0.564,0.000,0.000,0.043,0.110,0.000,0.125,0.000,0.519,0.056,0.000,0.000
model.000.18.pdb,0.564,0.000,0.000,0.118,0.571,0.397,0.000,0.343,0.554,0.000,0.000,0.074,0.155,0.000,0.155,0.000,0.333,0.041,0.000,0.000
model.000.19.pdb,0.000,0.143,0.558,0.000,0.000,0.029,0.129,0.000,0.000,0.440,0.321,0.000,0.000,0.156,0.000,0.186,0.060,0.136,0.478,0.360
