 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.000,0.000,0.150,0.159,0.321,0.000,0.000,0.000,0.167,0.000,0.042,0.164,0.000,0.000,0.096,0.207,0.000,0.345,0.140,0.200
model.000.01.pdb,0.566,0.655,0.056,0.000,0.000,0.473,0.706,0.164,0.000,0.577,0.093,0.000,0.500,0.483,0.000,0.013,0.611,0.037,0.029,0.000
model.000.02.pdb,0.000,0.000,0.245,0.182,0.375,0.000,0.000,0.000,0.169,0.000,0.000,0.489,0.000,0.000,0.309,0.409,0.000,0.129,0.357,0.657
model.000.03.pdb,0.000,0.000,0.074,0.510,0.472,0.000,0.000,0.042,0.500,0.000,0.026,0.519,0.000,0.000,0.615,0.175,0.000,0.065,0.150,0.296
model.000.04.pdb,0.000,0.000,0.000,0.571,0.457,0.000,0.000,0.016,0.628,0.000,0.172,0.268,0.000,0.000,0.217,0.068,0.000,0.109,0.018,0.135
model.000.05.pdb,0.000,0.000,0.155,0.392,0.565,0.000,0.000,0.000,0.389,0.000,0.000,0.551,0.000,0.000,0.393,0.283,0.000,0.101,0.235,0.488
model.000.06.pdb,0.296,0.219,0.068,0.000,0.000,0.236,0.276,0.083,0.000,0.169,0.015,0.000,0.224,0.462,0.014,0.016,0.298,0.000,0.035,0.000
model.000.07.pdb,0.000,0.000,0.067,0.388,0.683,0.000,0.000,0.000,0.385,0.000,0.014,0.377,0.000,0.000,0.316,0.182,0.000,0.159,0.132,0.356
model.000.08.pdb,0.029,0.039,0.444,0.000,0.000,0.111,0.169,0.000,0.000,0.060,0.000,0.194,0.014,0.083,0.101,0.347,0.134,0.000,0.386,0.216
model.000.09.pdb,0.356,0.443,0.106,0.000,0.000,0.560,0.474,0.014,0.000,0.436,0.000,0.000,0.227,0.178,0.000,0.072,0.400,0.188,0.000,0.000
model.000.10.pdb,0.000,0.000,0.000,0.667,0.614,0.000,0.000,0.015,0.762,0.000,0.075,0.442,0.000,0.000,0.400,0.063,0.000,0.056,0.051,0.167
model.000.11.pdb,0.029,0.068,0.600,0.000,0.000,0.169,0.119,0.000,0.000,0.077,0.000,0.177,0.000,0.000,0.071,0.512,0.071,0.074,0.364,0.271
model.000.12.pdb,0.000,0.000,0.015,0.738,0.480,0.000,0.000,0.029,0.833,0.000,0.119,0.393,0.000,0.000,0.455,0.061,0.000,0.040,0.048,0.158
model.000.13.pdb,0.000,0.000,0.341,0.073,0.132,0.000,0.000,0.000,0.033,0.000,0.000,0.422,0.000,0.000,0.245,0.514,0.000,0.049,0.594,0.625
model.000.14.pdb,0.234,0.318,0.161,0.000,0.000,0.453,0.456,0.000,0.000,0.300,0.000,0.000,0.127,0.133,0.000,0.090,0.407,0.227,0.046,0.000
model.000.15.pdb,0.000,0.000,0.017,0.585,0.833,0.000,0.000,0.000,0.533,0.000,0.000,0.429,0.000,0.000,0.309,0.127,0.000,0.148,0.056,0.234
model.000.16.pdb,0.000,0.000,0.000,0.179,0.098,0.000,0.000,0.164,0.207,0.000,0.478,0.014,0.029,0.014,0.014,0.000,0.014,0.145,0.000,0.000
model.000.17.pdb,0.000,0.000,0.218,0.291,0.500,0.000,0.000,0.000,0.271,0.000,0.000,0.551,0.000,0.000,0.322,0.333,0.000,0.134,0.286,0.561
model.000.18.pdb,0.000,0.000,0.000,0.340,0.214,0.000,0.000,0.066,0.365,0.000,0.302,0.108,0.000,0.000,0.088,0.000,0.000,0.125,0.000,0.034
model.000.19.pdb,0.000,0.027,0.173,0.048,0.179,0.082,0.014,0.000,0.062,0.015,0.000,0.061,0.000,0.000,0.043,0.192,0.000,0.458,0.075,0.115
