 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.044,0.000,0.095,0.092,0.099,0.000,0.013,0.086,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.139,0.000,0.082
model.000.01.pdb,0.130,0.207,0.143,0.000,0.090,0.540,0.269,0.122,0.000,0.271,0.566,0.041,0.312,0.520,0.038,0.141,0.500,0.141,0.760,0.000
model.000.02.pdb,0.125,0.000,0.141,0.190,0.273,0.000,0.014,0.193,0.408,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.156,0.000,0.224
model.000.03.pdb,0.014,0.000,0.024,0.706,0.108,0.000,0.000,0.053,0.446,0.000,0.000,0.159,0.000,0.000,0.162,0.054,0.000,0.036,0.000,0.804
model.000.04.pdb,0.000,0.000,0.000,0.382,0.014,0.000,0.000,0.000,0.148,0.000,0.000,0.016,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.286
model.000.05.pdb,0.062,0.000,0.082,0.421,0.188,0.000,0.000,0.121,0.442,0.000,0.000,0.031,0.000,0.000,0.014,0.000,0.000,0.096,0.000,0.453
model.000.06.pdb,0.121,0.541,0.103,0.000,0.108,0.208,0.263,0.186,0.000,0.676,0.186,0.235,0.203,0.212,0.211,0.333,0.159,0.101,0.293,0.000
model.000.07.pdb,0.015,0.000,0.027,0.322,0.106,0.000,0.000,0.044,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.321
model.000.08.pdb,0.595,0.341,0.400,0.026,0.609,0.015,0.321,0.756,0.177,0.231,0.014,0.066,0.000,0.016,0.044,0.061,0.051,0.300,0.069,0.042
model.000.09.pdb,0.172,0.063,0.308,0.000,0.093,0.254,0.367,0.096,0.000,0.091,0.290,0.000,0.095,0.197,0.000,0.040,0.607,0.323,0.349,0.000
model.000.10.pdb,0.000,0.000,0.000,0.633,0.042,0.000,0.000,0.000,0.276,0.000,0.000,0.100,0.000,0.000,0.091,0.029,0.000,0.000,0.000,0.520
model.000.11.pdb,0.535,0.094,0.689,0.013,0.460,0.000,0.352,0.479,0.125,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.571,0.056,0.028
model.000.12.pdb,0.014,0.000,0.013,0.729,0.040,0.000,0.000,0.013,0.262,0.000,0.000,0.131,0.000,0.000,0.136,0.042,0.000,0.000,0.000,0.612
model.000.13.pdb,0.239,0.000,0.196,0.095,0.422,0.000,0.049,0.292,0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.193,0.000,0.161
model.000.14.pdb,0.233,0.200,0.312,0.000,0.141,0.141,0.500,0.215,0.000,0.164,0.162,0.000,0.026,0.108,0.000,0.013,0.508,0.328,0.273,0.000
model.000.15.pdb,0.000,0.000,0.000,0.442,0.045,0.000,0.000,0.000,0.302,0.000,0.000,0.034,0.000,0.000,0.031,0.000,0.000,0.028,0.000,0.420
model.000.16.pdb,0.000,0.000,0.000,0.086,0.000,0.016,0.000,0.000,0.000,0.000,0.030,0.000,0.061,0.016,0.046,0.000,0.026,0.000,0.014,0.029
model.000.17.pdb,0.095,0.000,0.129,0.266,0.226,0.000,0.013,0.175,0.389,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.127,0.000,0.305
model.000.18.pdb,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.016,0.014,0.000,0.045,0.000,0.000,0.000,0.000,0.159
model.000.19.pdb,0.050,0.000,0.141,0.027,0.061,0.000,0.077,0.079,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.194,0.000,0.029
