 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.172,0.429,0.255,0.224,0.122,0.000,0.000,0.524,0.250,0.000,0.052,0.186,0.000,0.158,0.356,0.400,0.049,0.000,0.032,0.458
model.000.01.pdb,0.312,0.410,0.027,0.719,0.029,0.026,0.000,0.509,0.500,0.000,0.262,0.284,0.000,0.367,0.069,0.536,0.176,0.000,0.067,0.458
model.000.02.pdb,0.041,0.147,0.595,0.023,0.260,0.000,0.000,0.108,0.000,0.000,0.000,0.054,0.000,0.014,0.568,0.114,0.000,0.000,0.043,0.130
model.000.03.pdb,0.558,0.255,0.000,0.191,0.000,0.016,0.000,0.145,0.231,0.000,0.395,0.533,0.000,0.327,0.000,0.169,0.370,0.000,0.000,0.211
model.000.04.pdb,0.089,0.189,0.444,0.042,0.067,0.000,0.000,0.140,0.036,0.000,0.000,0.105,0.000,0.035,0.350,0.189,0.000,0.000,0.000,0.189
model.000.05.pdb,0.000,0.000,0.105,0.036,0.229,0.047,0.131,0.000,0.000,0.140,0.000,0.000,0.103,0.000,0.121,0.000,0.000,0.119,0.659,0.000
model.000.06.pdb,0.000,0.000,0.015,0.098,0.145,0.145,0.141,0.014,0.000,0.113,0.000,0.000,0.214,0.000,0.062,0.000,0.000,0.250,0.600,0.000
model.000.07.pdb,0.000,0.015,0.556,0.000,0.529,0.000,0.033,0.052,0.000,0.074,0.000,0.000,0.000,0.000,0.318,0.015,0.000,0.000,0.089,0.015
model.000.08.pdb,0.500,0.365,0.000,0.361,0.000,0.067,0.000,0.226,0.467,0.000,0.676,0.449,0.000,0.558,0.000,0.291,0.625,0.016,0.000,0.365
model.000.09.pdb,0.417,0.346,0.000,0.390,0.000,0.086,0.000,0.208,0.512,0.000,0.794,0.400,0.000,0.610,0.000,0.346,0.561,0.033,0.000,0.321
model.000.10.pdb,0.404,0.596,0.067,0.500,0.000,0.015,0.000,0.533,0.591,0.000,0.375,0.471,0.000,0.511,0.065,0.562,0.327,0.015,0.000,0.630
model.000.11.pdb,0.063,0.190,0.450,0.066,0.149,0.000,0.000,0.212,0.049,0.000,0.000,0.078,0.000,0.016,0.538,0.169,0.000,0.000,0.033,0.190
model.000.12.pdb,0.512,0.457,0.000,0.491,0.000,0.053,0.000,0.356,0.632,0.000,0.706,0.558,0.000,0.658,0.000,0.457,0.488,0.017,0.000,0.457
model.000.13.pdb,0.519,0.653,0.094,0.500,0.000,0.000,0.000,0.562,0.520,0.000,0.333,0.528,0.000,0.453,0.091,0.653,0.250,0.000,0.000,0.653
model.000.14.pdb,0.076,0.197,0.632,0.037,0.234,0.000,0.000,0.155,0.030,0.000,0.000,0.074,0.000,0.030,0.488,0.159,0.000,0.000,0.015,0.177
model.000.15.pdb,0.000,0.000,0.180,0.079,0.410,0.000,0.048,0.032,0.000,0.070,0.000,0.000,0.017,0.000,0.196,0.000,0.000,0.016,0.600,0.000
model.000.16.pdb,0.013,0.127,0.568,0.057,0.413,0.000,0.000,0.138,0.027,0.000,0.000,0.000,0.000,0.000,0.614,0.096,0.000,0.000,0.104,0.111
model.000.17.pdb,0.000,0.000,0.151,0.000,0.213,0.000,0.288,0.000,0.000,0.370,0.000,0.000,0.069,0.000,0.050,0.000,0.000,0.032,0.179,0.000
model.000.18.pdb,0.000,0.099,0.523,0.034,0.400,0.000,0.000,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.568,0.068,0.000,0.000,0.091,0.083
model.000.19.pdb,0.322,0.538,0.095,0.586,0.032,0.000,0.000,0.721,0.471,0.000,0.224,0.333,0.000,0.333,0.145,0.633,0.156,0.000,0.057,0.569
