 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.560,0.000,0.000,0.000,0.481,0.553,0.000,0.265,0.549,0.000,0.000,0.048,0.028,0.000,0.057,0.000,0.500,0.079,0.000,0.000
model.000.01.pdb,0.593,0.000,0.000,0.024,0.517,0.446,0.000,0.382,0.403,0.000,0.000,0.106,0.038,0.000,0.108,0.000,0.509,0.041,0.000,0.000
model.000.02.pdb,0.060,0.082,0.000,0.556,0.159,0.000,0.143,0.113,0.029,0.000,0.000,0.568,0.523,0.062,0.558,0.016,0.000,0.000,0.000,0.000
model.000.03.pdb,0.000,0.148,0.300,0.000,0.000,0.000,0.308,0.000,0.000,0.591,0.153,0.000,0.000,0.143,0.000,0.511,0.000,0.121,0.467,0.179
model.000.04.pdb,0.000,0.291,0.269,0.000,0.000,0.000,0.533,0.000,0.000,0.392,0.232,0.000,0.000,0.304,0.000,0.380,0.000,0.048,0.367,0.196
model.000.05.pdb,0.434,0.029,0.000,0.087,0.592,0.246,0.000,0.527,0.283,0.000,0.000,0.189,0.108,0.014,0.241,0.000,0.273,0.015,0.000,0.000
model.000.06.pdb,0.673,0.000,0.000,0.125,0.787,0.328,0.000,0.429,0.407,0.000,0.000,0.131,0.164,0.000,0.200,0.000,0.357,0.000,0.000,0.000
model.000.07.pdb,0.159,0.000,0.033,0.000,0.056,0.333,0.000,0.000,0.213,0.079,0.048,0.000,0.000,0.000,0.000,0.082,0.367,0.312,0.032,0.032
model.000.08.pdb,0.000,0.175,0.380,0.000,0.000,0.000,0.309,0.000,0.000,0.682,0.220,0.000,0.000,0.188,0.000,0.500,0.000,0.113,0.522,0.250
model.000.09.pdb,0.571,0.000,0.000,0.041,0.549,0.440,0.000,0.328,0.418,0.000,0.000,0.103,0.058,0.000,0.123,0.000,0.511,0.000,0.000,0.000
model.000.10.pdb,0.085,0.043,0.241,0.000,0.039,0.200,0.014,0.000,0.114,0.143,0.207,0.000,0.000,0.057,0.000,0.045,0.246,0.098,0.172,0.193
model.000.11.pdb,0.000,0.087,0.111,0.179,0.000,0.000,0.352,0.000,0.000,0.230,0.043,0.117,0.206,0.100,0.118,0.431,0.000,0.077,0.203,0.060
model.000.12.pdb,0.491,0.000,0.000,0.000,0.306,0.644,0.000,0.160,0.538,0.000,0.014,0.015,0.014,0.000,0.014,0.000,0.738,0.095,0.000,0.000
model.000.13.pdb,0.500,0.000,0.000,0.037,0.303,0.580,0.000,0.136,0.700,0.000,0.000,0.014,0.067,0.000,0.013,0.000,0.472,0.088,0.000,0.000
model.000.14.pdb,0.000,0.069,0.075,0.080,0.000,0.000,0.250,0.000,0.012,0.305,0.027,0.045,0.114,0.068,0.040,0.531,0.000,0.200,0.159,0.028
model.000.15.pdb,0.014,0.117,0.000,0.420,0.088,0.000,0.250,0.067,0.000,0.015,0.000,0.439,0.447,0.095,0.388,0.083,0.000,0.000,0.033,0.000
model.000.16.pdb,0.608,0.000,0.000,0.095,0.647,0.375,0.000,0.385,0.431,0.000,0.014,0.078,0.130,0.000,0.147,0.000,0.407,0.000,0.000,0.000
model.000.17.pdb,0.053,0.500,0.186,0.013,0.065,0.027,0.159,0.239,0.038,0.056,0.327,0.098,0.000,0.481,0.070,0.028,0.042,0.000,0.145,0.291
model.000.18.pdb,0.031,0.051,0.000,0.404,0.045,0.000,0.200,0.014,0.030,0.000,0.000,0.286,0.465,0.032,0.286,0.053,0.000,0.000,0.000,0.000
model.000.19.pdb,0.000,0.105,0.036,0.241,0.000,0.000,0.419,0.000,0.000,0.050,0.000,0.196,0.255,0.102,0.185,0.196,0.000,0.000,0.093,0.000
