 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.125,0.000,0.304,0.071,0.228,0.000,0.148,0.236,0.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.345,0.000,0.109
model.000.01.pdb,0.000,0.118,0.000,0.041,0.000,0.306,0.043,0.014,0.000,0.240,0.273,0.212,0.578,0.312,0.302,0.447,0.143,0.000,0.293,0.043
model.000.02.pdb,0.028,0.000,0.105,0.024,0.025,0.028,0.066,0.039,0.053,0.000,0.026,0.000,0.000,0.014,0.000,0.000,0.187,0.149,0.000,0.025
model.000.03.pdb,0.306,0.098,0.423,0.070,0.449,0.000,0.203,0.468,0.250,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.389,0.014,0.125
model.000.04.pdb,0.032,0.333,0.042,0.013,0.029,0.235,0.109,0.095,0.000,0.488,0.232,0.265,0.429,0.292,0.308,0.523,0.129,0.027,0.298,0.014
model.000.05.pdb,0.185,0.000,0.138,0.226,0.340,0.000,0.014,0.232,0.628,0.000,0.000,0.088,0.000,0.000,0.062,0.031,0.000,0.119,0.000,0.309
model.000.06.pdb,0.182,0.000,0.136,0.262,0.333,0.000,0.014,0.207,0.690,0.000,0.000,0.033,0.000,0.000,0.015,0.000,0.000,0.134,0.000,0.352
model.000.07.pdb,0.000,0.000,0.000,0.038,0.000,0.169,0.000,0.000,0.000,0.015,0.172,0.030,0.333,0.193,0.138,0.123,0.037,0.000,0.143,0.013
model.000.08.pdb,0.169,0.000,0.179,0.286,0.288,0.000,0.027,0.213,0.596,0.000,0.000,0.047,0.000,0.000,0.028,0.000,0.000,0.176,0.000,0.351
model.000.09.pdb,0.056,0.308,0.062,0.000,0.051,0.471,0.153,0.141,0.025,0.460,0.473,0.213,0.344,0.423,0.194,0.339,0.300,0.061,0.509,0.000
model.000.10.pdb,0.000,0.000,0.000,0.620,0.027,0.000,0.000,0.000,0.271,0.000,0.000,0.117,0.000,0.000,0.106,0.043,0.000,0.000,0.000,0.571
model.000.11.pdb,0.056,0.000,0.089,0.443,0.137,0.000,0.012,0.095,0.367,0.000,0.000,0.088,0.000,0.000,0.081,0.000,0.000,0.101,0.000,0.500
model.000.12.pdb,0.062,0.000,0.099,0.356,0.190,0.000,0.000,0.141,0.480,0.000,0.000,0.048,0.000,0.000,0.043,0.000,0.000,0.113,0.000,0.434
model.000.13.pdb,0.255,0.037,0.396,0.086,0.365,0.000,0.164,0.353,0.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.039,0.389,0.014,0.143
model.000.14.pdb,0.127,0.000,0.263,0.042,0.190,0.000,0.095,0.218,0.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.304,0.000,0.077
model.000.15.pdb,0.028,0.000,0.050,0.000,0.000,0.217,0.110,0.000,0.000,0.014,0.274,0.000,0.096,0.180,0.000,0.013,0.435,0.076,0.217,0.000
model.000.16.pdb,0.127,0.400,0.141,0.000,0.083,0.273,0.300,0.152,0.000,0.478,0.288,0.190,0.283,0.302,0.172,0.321,0.303,0.155,0.500,0.000
model.000.17.pdb,0.156,0.404,0.183,0.000,0.095,0.281,0.373,0.162,0.000,0.449,0.317,0.143,0.250,0.309,0.130,0.242,0.328,0.197,0.474,0.000
model.000.18.pdb,0.000,0.000,0.000,0.551,0.014,0.000,0.000,0.000,0.148,0.000,0.000,0.170,0.000,0.000,0.214,0.063,0.000,0.000,0.000,0.469
model.000.19.pdb,0.409,0.200,0.565,0.000,0.380,0.000,0.353,0.457,0.046,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.622,0.043,0.000
