 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.000,0.510,0.143,0.110,0.012,0.000,0.531,0.084,0.000,0.132,0.154,0.190,0.099,0.463,0.147,0.136,0.000,0.000,0.197,0.123
model.000.01.pdb,0.000,0.125,0.489,0.000,0.000,0.014,0.148,0.000,0.000,0.600,0.273,0.000,0.000,0.138,0.000,0.321,0.029,0.155,0.447,0.308
model.000.02.pdb,0.491,0.000,0.000,0.114,0.446,0.370,0.000,0.225,0.569,0.000,0.000,0.048,0.154,0.000,0.103,0.000,0.352,0.045,0.000,0.000
model.000.03.pdb,0.000,0.438,0.067,0.141,0.041,0.000,0.489,0.093,0.000,0.078,0.081,0.326,0.148,0.315,0.250,0.098,0.000,0.000,0.102,0.048
model.000.04.pdb,0.569,0.014,0.000,0.113,0.708,0.250,0.000,0.544,0.328,0.000,0.000,0.155,0.152,0.013,0.206,0.000,0.276,0.000,0.000,0.000
model.000.05.pdb,0.126,0.310,0.173,0.021,0.136,0.094,0.083,0.359,0.088,0.033,0.300,0.076,0.000,0.301,0.080,0.000,0.122,0.000,0.099,0.271
model.000.06.pdb,0.000,0.628,0.102,0.072,0.041,0.000,0.308,0.153,0.000,0.061,0.153,0.216,0.076,0.500,0.183,0.030,0.000,0.000,0.119,0.119
model.000.07.pdb,0.102,0.000,0.000,0.362,0.117,0.034,0.000,0.043,0.138,0.000,0.000,0.083,0.525,0.000,0.173,0.000,0.000,0.000,0.000,0.000
model.000.08.pdb,0.000,0.115,0.000,0.358,0.056,0.000,0.347,0.025,0.000,0.015,0.000,0.333,0.327,0.094,0.302,0.138,0.000,0.000,0.049,0.000
model.000.09.pdb,0.123,0.133,0.000,0.358,0.230,0.000,0.082,0.266,0.014,0.000,0.000,0.667,0.380,0.094,0.769,0.000,0.015,0.000,0.000,0.000
model.000.10.pdb,0.000,0.098,0.016,0.291,0.000,0.000,0.354,0.000,0.000,0.047,0.000,0.204,0.308,0.095,0.193,0.226,0.000,0.016,0.068,0.000
model.000.11.pdb,0.000,0.318,0.000,0.148,0.083,0.000,0.167,0.164,0.000,0.000,0.000,0.389,0.157,0.224,0.311,0.000,0.000,0.000,0.000,0.000
model.000.12.pdb,0.000,0.200,0.452,0.000,0.000,0.000,0.333,0.000,0.000,0.500,0.280,0.000,0.000,0.236,0.000,0.280,0.000,0.052,0.550,0.319
model.000.13.pdb,0.000,0.217,0.062,0.222,0.039,0.000,0.511,0.036,0.000,0.090,0.044,0.275,0.213,0.172,0.233,0.224,0.000,0.000,0.113,0.030
model.000.14.pdb,0.552,0.024,0.000,0.171,0.736,0.269,0.000,0.441,0.338,0.000,0.000,0.222,0.194,0.012,0.303,0.000,0.312,0.000,0.000,0.000
model.000.15.pdb,0.462,0.000,0.000,0.000,0.258,0.821,0.000,0.135,0.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.707,0.138,0.000,0.000
model.000.16.pdb,0.082,0.072,0.000,0.660,0.191,0.000,0.108,0.145,0.039,0.000,0.000,0.500,0.500,0.056,0.562,0.000,0.000,0.000,0.000,0.000
model.000.17.pdb,0.531,0.000,0.000,0.000,0.426,0.458,0.000,0.277,0.434,0.000,0.000,0.016,0.014,0.000,0.014,0.000,0.568,0.000,0.000,0.000
model.000.18.pdb,0.354,0.064,0.000,0.208,0.525,0.137,0.000,0.574,0.203,0.000,0.013,0.210,0.200,0.076,0.333,0.000,0.171,0.000,0.000,0.013
model.000.19.pdb,0.528,0.027,0.000,0.096,0.627,0.226,0.000,0.459,0.302,0.000,0.000,0.153,0.132,0.013,0.203,0.000,0.230,0.014,0.000,0.000
