 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.184,0.259,0.203,0.106,0.000,0.129,0.560,0.553,0.000,0.097,0.219,0.183,0.000,0.190
model.000.01.pdb,0.184,1.000,0.000,0.038,0.012,0.012,0.011,0.173,0.107,0.176,0.023,0.011,0.038,0.173,0.013
model.000.02.pdb,0.259,0.000,1.000,0.362,0.200,0.193,0.565,0.315,0.347,0.000,0.412,0.651,0.208,0.000,0.292
model.000.03.pdb,0.203,0.038,0.362,1.000,0.085,0.158,0.321,0.150,0.185,0.015,0.273,0.380,0.051,0.015,0.071
model.000.04.pdb,0.106,0.012,0.200,0.085,1.000,0.030,0.309,0.164,0.222,0.014,0.440,0.291,0.561,0.029,0.590
model.000.05.pdb,0.000,0.012,0.193,0.158,0.030,1.000,0.298,0.014,0.015,0.286,0.254,0.177,0.000,0.259,0.000
model.000.06.pdb,0.129,0.011,0.565,0.321,0.309,0.298,1.000,0.167,0.200,0.027,0.592,0.604,0.207,0.069,0.259
model.000.07.pdb,0.560,0.173,0.315,0.150,0.164,0.014,0.167,1.000,0.732,0.000,0.149,0.267,0.255,0.000,0.241
model.000.08.pdb,0.553,0.107,0.347,0.185,0.222,0.015,0.200,0.732,1.000,0.000,0.180,0.315,0.333,0.000,0.319
model.000.09.pdb,0.000,0.176,0.000,0.015,0.014,0.286,0.027,0.000,0.000,1.000,0.070,0.000,0.000,0.667,0.000
model.000.10.pdb,0.097,0.023,0.412,0.273,0.440,0.254,0.592,0.149,0.180,0.070,1.000,0.540,0.321,0.069,0.360
model.000.11.pdb,0.219,0.011,0.651,0.380,0.291,0.177,0.604,0.267,0.315,0.000,0.540,1.000,0.255,0.013,0.340
model.000.12.pdb,0.183,0.038,0.208,0.051,0.561,0.000,0.207,0.255,0.333,0.000,0.321,0.255,1.000,0.000,0.667
model.000.13.pdb,0.000,0.173,0.000,0.015,0.029,0.259,0.069,0.000,0.000,0.667,0.069,0.013,0.000,1.000,0.000
model.000.14.pdb,0.190,0.013,0.292,0.071,0.590,0.000,0.259,0.241,0.319,0.000,0.360,0.340,0.667,0.000,1.000
