 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.022,0.509,0.000,0.204,0.022,0.119,0.418,0.293,0.463,0.011,0.429,0.026,0.011,0.439,0.000
model.000.01.pdb,0.333,0.000,0.297,0.000,0.403,0.000,0.000,0.000,0.000,0.270,0.000,0.246,0.435,0.000,0.415
model.000.02.pdb,0.012,0.323,0.000,0.034,0.035,0.016,0.321,0.127,0.339,0.023,0.267,0.000,0.037,0.300,0.036
model.000.03.pdb,0.153,0.114,0.175,0.213,0.037,0.000,0.077,0.136,0.092,0.133,0.075,0.241,0.053,0.057,0.037
model.000.04.pdb,0.422,0.000,0.519,0.083,0.310,0.000,0.000,0.000,0.000,0.409,0.000,0.538,0.354,0.000,0.282
model.000.05.pdb,0.105,0.667,0.067,0.274,0.039,0.379,0.673,0.589,0.632,0.070,0.649,0.080,0.041,0.548,0.029
model.000.06.pdb,0.060,0.556,0.053,0.145,0.046,0.561,0.617,0.521,0.571,0.083,0.660,0.026,0.049,0.569,0.047
model.000.07.pdb,0.434,0.030,0.429,0.064,0.708,0.050,0.043,0.045,0.032,0.480,0.032,0.324,0.683,0.042,0.557
model.000.08.pdb,0.221,0.000,0.276,0.056,0.164,0.000,0.000,0.015,0.000,0.214,0.000,0.412,0.194,0.000,0.186
model.000.09.pdb,0.046,0.623,0.025,0.250,0.033,0.294,0.560,0.471,0.612,0.033,0.600,0.039,0.011,0.519,0.011
model.000.10.pdb,0.010,0.218,0.000,0.028,0.097,0.000,0.208,0.077,0.222,0.041,0.187,0.000,0.078,0.197,0.053
model.000.11.pdb,0.347,0.095,0.313,0.109,0.320,0.180,0.105,0.141,0.104,0.414,0.117,0.178,0.253,0.128,0.347
model.000.12.pdb,0.190,0.000,0.200,0.043,0.242,0.020,0.000,0.017,0.000,0.167,0.000,0.231,0.263,0.000,0.230
model.000.13.pdb,0.045,0.660,0.024,0.136,0.044,0.511,0.667,0.510,0.653,0.080,0.745,0.025,0.023,0.680,0.033
model.000.14.pdb,0.417,0.032,0.409,0.041,0.507,0.013,0.023,0.012,0.023,0.465,0.011,0.400,0.547,0.033,0.500
