 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.025,0.012,0.548,0.394,0.084,0.173,0.492,0.095,0.025,0.032,0.310,0.349,0.095,0.012
model.000.01.pdb,0.025,1.000,0.125,0.012,0.145,0.130,0.134,0.129,0.176,0.169,0.105,0.054,0.130,0.194,0.014
model.000.02.pdb,0.012,0.125,1.000,0.024,0.011,0.270,0.040,0.000,0.224,0.775,0.686,0.042,0.071,0.224,0.412
model.000.03.pdb,0.548,0.012,0.024,1.000,0.365,0.122,0.200,0.329,0.106,0.025,0.043,0.418,0.388,0.119,0.050
model.000.04.pdb,0.394,0.145,0.011,0.365,1.000,0.044,0.453,0.500,0.054,0.012,0.000,0.386,0.532,0.054,0.000
model.000.05.pdb,0.084,0.130,0.270,0.122,0.044,1.000,0.000,0.061,0.630,0.242,0.243,0.039,0.087,0.692,0.238
model.000.06.pdb,0.173,0.134,0.040,0.200,0.453,0.000,1.000,0.232,0.000,0.042,0.047,0.425,0.507,0.000,0.000
model.000.07.pdb,0.492,0.129,0.000,0.329,0.500,0.061,0.232,1.000,0.099,0.000,0.000,0.244,0.345,0.085,0.000
model.000.08.pdb,0.095,0.176,0.224,0.106,0.054,0.630,0.000,0.099,1.000,0.215,0.205,0.009,0.056,0.636,0.159
model.000.09.pdb,0.025,0.169,0.775,0.025,0.012,0.242,0.042,0.000,0.215,1.000,0.566,0.043,0.084,0.215,0.302
model.000.10.pdb,0.032,0.105,0.686,0.043,0.000,0.243,0.047,0.000,0.205,0.566,1.000,0.143,0.093,0.205,0.556
model.000.11.pdb,0.310,0.054,0.042,0.418,0.386,0.039,0.425,0.244,0.009,0.043,0.143,1.000,0.590,0.038,0.140
model.000.12.pdb,0.349,0.130,0.071,0.388,0.532,0.087,0.507,0.345,0.056,0.084,0.093,0.590,1.000,0.075,0.040
model.000.13.pdb,0.095,0.194,0.224,0.119,0.054,0.692,0.000,0.085,0.636,0.215,0.205,0.038,0.075,1.000,0.194
model.000.14.pdb,0.012,0.014,0.412,0.050,0.000,0.238,0.000,0.000,0.159,0.302,0.556,0.140,0.040,0.194,1.000
