 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.000,0.226,0.000,0.060,0.347,0.208,0.109,0.020,0.069,0.576,0.000,0.000,0.140,0.228,0.220
model.000.01.pdb,0.000,0.043,0.053,0.068,0.159,0.048,0.099,0.188,0.131,0.372,0.119,0.073,0.075,0.069,0.096
model.000.02.pdb,0.222,0.412,0.013,0.258,0.281,0.250,0.279,0.000,0.095,0.054,0.000,0.000,0.333,0.510,0.140
model.000.03.pdb,0.000,0.404,0.025,0.000,0.682,0.467,0.013,0.000,0.000,0.463,0.000,0.011,0.028,0.393,0.568
model.000.04.pdb,0.157,0.020,0.549,0.161,0.020,0.056,0.113,0.208,0.125,0.000,0.433,0.595,0.085,0.019,0.012
model.000.05.pdb,0.042,0.569,0.060,0.024,0.620,0.622,0.024,0.000,0.000,0.314,0.000,0.011,0.053,0.545,0.585
model.000.06.pdb,0.149,0.046,0.597,0.043,0.034,0.091,0.043,0.086,0.048,0.000,0.349,0.529,0.022,0.055,0.056
model.000.07.pdb,0.135,0.039,0.554,0.108,0.049,0.064,0.066,0.136,0.106,0.033,0.403,0.482,0.070,0.057,0.057
model.000.08.pdb,0.262,0.361,0.000,0.348,0.292,0.206,0.369,0.015,0.159,0.094,0.000,0.010,0.537,0.419,0.079
model.000.09.pdb,0.046,0.010,0.400,0.062,0.021,0.023,0.062,0.224,0.133,0.050,0.444,0.468,0.043,0.020,0.025
model.000.10.pdb,0.051,0.060,0.433,0.011,0.085,0.080,0.011,0.106,0.037,0.103,0.302,0.316,0.000,0.057,0.141
model.000.11.pdb,0.235,0.125,0.054,0.574,0.083,0.051,0.548,0.119,0.318,0.013,0.050,0.093,0.636,0.203,0.000
model.000.12.pdb,0.000,0.161,0.026,0.000,0.281,0.182,0.000,0.018,0.000,0.372,0.065,0.035,0.000,0.167,0.357
model.000.13.pdb,0.060,0.080,0.493,0.052,0.067,0.100,0.041,0.127,0.070,0.025,0.435,0.442,0.044,0.075,0.111
model.000.14.pdb,0.000,0.000,0.060,0.150,0.000,0.000,0.131,0.297,0.250,0.000,0.239,0.274,0.033,0.000,0.000
