 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.245,0.013,0.405,0.118,0.439,0.000,0.300,0.306,0.405,0.000,0.327,0.391,0.500,0.000,0.667
model.000.01.pdb,0.304,0.137,0.158,0.032,0.294,0.000,0.091,0.365,0.435,0.000,0.125,0.127,0.488,0.000,0.348
model.000.02.pdb,0.123,0.000,0.500,0.362,0.082,0.388,0.469,0.145,0.179,0.029,0.333,0.479,0.032,0.029,0.107
model.000.03.pdb,0.088,0.012,0.241,0.161,0.634,0.131,0.431,0.108,0.155,0.044,0.622,0.385,0.413,0.075,0.500
model.000.04.pdb,0.157,0.548,0.011,0.056,0.011,0.126,0.020,0.074,0.032,0.370,0.030,0.020,0.000,0.365,0.000
model.000.05.pdb,0.080,0.011,0.298,0.180,0.480,0.206,0.481,0.113,0.138,0.099,0.667,0.411,0.286,0.145,0.346
model.000.06.pdb,0.070,0.478,0.024,0.064,0.012,0.145,0.034,0.023,0.012,0.483,0.046,0.034,0.000,0.500,0.000
model.000.07.pdb,0.125,0.457,0.020,0.088,0.063,0.108,0.039,0.082,0.063,0.419,0.039,0.029,0.021,0.413,0.021
model.000.08.pdb,0.254,0.022,0.540,0.596,0.116,0.254,0.456,0.224,0.262,0.025,0.277,0.464,0.103,0.025,0.141
model.000.09.pdb,0.181,0.479,0.034,0.023,0.071,0.033,0.021,0.143,0.123,0.267,0.021,0.032,0.099,0.263,0.036
model.000.10.pdb,0.060,0.320,0.000,0.013,0.155,0.050,0.023,0.048,0.051,0.365,0.073,0.012,0.127,0.359,0.099
model.000.11.pdb,0.319,0.098,0.254,0.414,0.050,0.162,0.169,0.236,0.217,0.048,0.125,0.219,0.025,0.035,0.053
model.000.12.pdb,0.028,0.037,0.082,0.000,0.535,0.030,0.161,0.060,0.082,0.045,0.286,0.164,0.455,0.076,0.378
model.000.13.pdb,0.116,0.452,0.011,0.074,0.072,0.046,0.056,0.056,0.060,0.348,0.056,0.033,0.036,0.362,0.024
model.000.14.pdb,0.067,0.298,0.000,0.000,0.000,0.000,0.000,0.127,0.018,0.017,0.000,0.000,0.000,0.016,0.000
