 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.053,0.667,0.200,0.472,0.097,0.046,0.128,0.057,0.582,0.045,0.550,0.464,0.056,0.425
model.000.01.pdb,0.053,1.000,0.047,0.177,0.041,0.345,0.755,0.509,0.776,0.063,0.796,0.048,0.043,0.731,0.042
model.000.02.pdb,0.667,0.047,1.000,0.150,0.386,0.061,0.051,0.068,0.051,0.672,0.050,0.680,0.394,0.036,0.338
model.000.03.pdb,0.200,0.177,0.150,1.000,0.039,0.233,0.140,0.378,0.138,0.127,0.155,0.241,0.042,0.095,0.026
model.000.04.pdb,0.472,0.041,0.386,0.039,1.000,0.066,0.045,0.047,0.033,0.479,0.033,0.301,0.776,0.066,0.683
model.000.05.pdb,0.097,0.345,0.061,0.233,0.066,1.000,0.375,0.537,0.314,0.125,0.417,0.079,0.041,0.373,0.013
model.000.06.pdb,0.046,0.755,0.051,0.140,0.045,0.375,1.000,0.471,0.756,0.045,0.778,0.039,0.035,0.708,0.034
model.000.07.pdb,0.128,0.509,0.068,0.378,0.047,0.537,0.471,1.000,0.490,0.098,0.540,0.100,0.037,0.436,0.011
model.000.08.pdb,0.057,0.776,0.051,0.138,0.033,0.314,0.756,0.490,1.000,0.056,0.761,0.025,0.035,0.694,0.034
model.000.09.pdb,0.582,0.063,0.672,0.127,0.479,0.125,0.045,0.098,0.056,1.000,0.056,0.532,0.515,0.102,0.395
model.000.10.pdb,0.045,0.796,0.050,0.155,0.033,0.417,0.778,0.540,0.761,0.056,1.000,0.025,0.011,0.647,0.011
model.000.11.pdb,0.550,0.048,0.680,0.241,0.301,0.079,0.039,0.100,0.025,0.532,0.025,1.000,0.324,0.037,0.274
model.000.12.pdb,0.464,0.043,0.394,0.042,0.776,0.041,0.035,0.037,0.035,0.515,0.011,0.324,1.000,0.070,0.629
model.000.13.pdb,0.056,0.731,0.036,0.095,0.066,0.373,0.708,0.436,0.694,0.102,0.647,0.037,0.070,1.000,0.056
model.000.14.pdb,0.425,0.042,0.338,0.026,0.683,0.013,0.034,0.011,0.034,0.395,0.011,0.274,0.629,0.056,1.000
