 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.073,0.090,0.080,0.138,0.164,0.134,0.090,0.063,0.264,0.098,0.410,0.074,0.145,0.081,0.123
model.000.01.pdb,0.324,0.033,0.034,0.507,0.638,0.000,0.012,0.000,0.055,0.389,0.103,0.000,0.014,0.338,0.011
model.000.02.pdb,0.013,0.444,0.451,0.012,0.000,0.605,0.269,0.111,0.224,0.012,0.254,0.435,0.217,0.012,0.500
model.000.03.pdb,0.039,0.382,0.358,0.065,0.000,0.340,0.164,0.018,0.036,0.038,0.400,0.362,0.038,0.037,0.304
model.000.04.pdb,0.174,0.200,0.194,0.024,0.013,0.211,0.535,0.622,0.395,0.122,0.039,0.100,0.600,0.162,0.471
model.000.05.pdb,0.037,0.429,0.357,0.075,0.000,0.315,0.172,0.000,0.000,0.049,0.110,0.478,0.000,0.073,0.242
model.000.06.pdb,0.036,0.680,0.702,0.023,0.000,0.705,0.500,0.179,0.179,0.047,0.149,0.500,0.240,0.057,0.723
model.000.07.pdb,0.062,0.122,0.113,0.023,0.169,0.175,0.109,0.083,0.327,0.073,0.377,0.109,0.196,0.058,0.176
model.000.08.pdb,0.066,0.130,0.121,0.012,0.099,0.190,0.138,0.132,0.429,0.078,0.295,0.119,0.273,0.062,0.210
model.000.09.pdb,0.288,0.139,0.099,0.375,0.155,0.028,0.061,0.049,0.000,0.318,0.000,0.111,0.000,0.343,0.026
model.000.10.pdb,0.087,0.556,0.509,0.034,0.000,0.471,0.636,0.294,0.245,0.047,0.104,0.333,0.378,0.108,0.800
model.000.11.pdb,0.036,0.482,0.491,0.023,0.000,0.644,0.420,0.182,0.226,0.035,0.235,0.365,0.298,0.046,0.569
model.000.12.pdb,0.113,0.118,0.108,0.000,0.027,0.175,0.362,0.450,0.657,0.066,0.055,0.067,0.688,0.091,0.327
model.000.13.pdb,0.284,0.153,0.113,0.348,0.122,0.028,0.060,0.048,0.000,0.313,0.000,0.109,0.000,0.379,0.067
model.000.14.pdb,0.100,0.156,0.129,0.000,0.000,0.226,0.442,0.514,0.556,0.053,0.071,0.088,0.733,0.065,0.365
