 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.038,0.219,0.175,0.091,0.040,0.169,0.015,0.000,0.000,0.064,0.179,0.320,0.000,0.049,0.056
model.000.01.pdb,0.048,0.714,0.667,0.034,0.000,0.630,0.469,0.138,0.119,0.035,0.104,0.500,0.170,0.082,0.558
model.000.02.pdb,0.397,0.082,0.048,0.556,0.333,0.000,0.026,0.028,0.014,0.386,0.022,0.067,0.000,0.429,0.023
model.000.03.pdb,0.011,0.139,0.117,0.091,0.154,0.157,0.000,0.000,0.043,0.044,0.820,0.130,0.015,0.032,0.101
model.000.04.pdb,0.100,0.491,0.473,0.022,0.000,0.490,0.698,0.340,0.288,0.071,0.075,0.327,0.400,0.094,0.708
model.000.05.pdb,0.067,0.510,0.490,0.051,0.000,0.417,0.477,0.157,0.113,0.051,0.026,0.327,0.170,0.104,0.451
model.000.06.pdb,0.000,0.169,0.132,0.067,0.084,0.191,0.013,0.000,0.091,0.033,0.685,0.147,0.062,0.021,0.115
model.000.07.pdb,0.091,0.000,0.000,0.154,0.327,0.000,0.000,0.000,0.085,0.104,0.207,0.000,0.022,0.100,0.000
model.000.08.pdb,0.037,0.013,0.013,0.061,0.191,0.043,0.000,0.000,0.105,0.062,0.464,0.000,0.035,0.047,0.013
model.000.09.pdb,0.121,0.127,0.098,0.000,0.000,0.192,0.405,0.559,0.606,0.070,0.043,0.073,0.750,0.068,0.333
model.000.10.pdb,0.350,0.000,0.000,0.474,0.625,0.000,0.000,0.053,0.017,0.297,0.068,0.000,0.000,0.303,0.000
model.000.11.pdb,0.392,0.031,0.032,0.582,0.493,0.000,0.011,0.038,0.025,0.400,0.074,0.011,0.000,0.403,0.010
model.000.12.pdb,0.000,0.217,0.176,0.059,0.050,0.250,0.029,0.000,0.082,0.011,0.735,0.200,0.069,0.011,0.157
model.000.13.pdb,0.034,0.816,0.700,0.033,0.000,0.633,0.426,0.145,0.127,0.033,0.184,0.510,0.196,0.102,0.654
model.000.14.pdb,0.091,0.278,0.275,0.042,0.015,0.224,0.541,0.342,0.214,0.042,0.014,0.118,0.343,0.167,0.435
