 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.026,0.197,0.012,0.132,0.369,0.134,0.405,0.500,0.043,0.571,0.656,0.030,0.250,0.565,0.056
model.000.01.pdb,0.259,0.081,0.509,0.397,0.038,0.517,0.065,0.065,0.468,0.040,0.043,0.225,0.159,0.073,0.000
model.000.02.pdb,0.015,0.226,0.000,0.085,0.309,0.077,0.301,0.423,0.036,0.603,0.586,0.022,0.267,0.500,0.047
model.000.03.pdb,0.333,0.204,0.054,0.538,0.023,0.367,0.026,0.080,0.045,0.077,0.172,0.000,0.553,0.079,0.000
model.000.04.pdb,0.000,0.048,0.012,0.048,0.773,0.056,0.683,0.564,0.032,0.534,0.392,0.141,0.048,0.571,0.114
model.000.05.pdb,0.082,0.017,0.250,0.488,0.034,0.619,0.068,0.067,0.092,0.037,0.152,0.013,0.277,0.122,0.000
model.000.06.pdb,0.204,0.059,0.532,0.352,0.041,0.481,0.058,0.039,0.456,0.032,0.048,0.200,0.125,0.067,0.000
model.000.07.pdb,0.265,0.095,0.232,0.707,0.021,0.711,0.048,0.061,0.212,0.022,0.118,0.048,0.327,0.095,0.000
model.000.08.pdb,0.269,0.074,0.490,0.370,0.030,0.446,0.045,0.049,0.500,0.032,0.047,0.197,0.123,0.067,0.000
model.000.09.pdb,0.026,0.176,0.012,0.114,0.376,0.131,0.413,0.544,0.032,0.514,0.717,0.071,0.243,0.642,0.040
model.000.10.pdb,0.218,0.057,0.480,0.415,0.030,0.519,0.045,0.038,0.417,0.031,0.047,0.165,0.156,0.066,0.000
model.000.11.pdb,0.063,0.321,0.000,0.136,0.238,0.108,0.224,0.346,0.012,0.478,0.500,0.022,0.345,0.386,0.066
model.000.12.pdb,0.000,0.065,0.012,0.025,0.600,0.047,0.554,0.560,0.033,0.507,0.420,0.124,0.038,0.615,0.123
model.000.13.pdb,0.169,0.041,0.551,0.305,0.060,0.448,0.105,0.088,0.426,0.031,0.070,0.253,0.101,0.112,0.000
model.000.14.pdb,0.000,0.049,0.012,0.012,0.691,0.033,0.677,0.644,0.043,0.447,0.347,0.096,0.024,0.521,0.134
