 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.049,0.046,0.456,0.010,0.122,0.050,0.000,0.101,0.035,0.130,0.371,0.427,0.000,0.043,0.086
model.000.01.pdb,0.176,0.686,0.044,0.136,0.554,0.463,0.165,0.000,0.025,0.197,0.000,0.030,0.211,0.784,0.291
model.000.02.pdb,0.013,0.025,0.324,0.023,0.064,0.042,0.011,0.098,0.039,0.078,0.333,0.380,0.000,0.024,0.047
model.000.03.pdb,0.000,0.161,0.028,0.000,0.375,0.160,0.000,0.000,0.000,0.576,0.054,0.038,0.000,0.167,0.351
model.000.04.pdb,0.115,0.033,0.603,0.088,0.022,0.049,0.065,0.164,0.071,0.000,0.475,0.627,0.057,0.032,0.040
model.000.05.pdb,0.071,0.467,0.072,0.000,0.367,0.595,0.000,0.000,0.000,0.152,0.000,0.012,0.000,0.420,0.500
model.000.06.pdb,0.161,0.660,0.036,0.120,0.491,0.511,0.151,0.000,0.014,0.140,0.000,0.022,0.200,0.694,0.286
model.000.07.pdb,0.062,0.596,0.037,0.025,0.689,0.545,0.038,0.000,0.000,0.319,0.000,0.011,0.056,0.509,0.538
model.000.08.pdb,0.123,0.681,0.036,0.133,0.600,0.500,0.164,0.000,0.027,0.179,0.000,0.022,0.215,0.680,0.306
model.000.09.pdb,0.036,0.069,0.423,0.053,0.068,0.089,0.042,0.099,0.059,0.067,0.318,0.362,0.022,0.065,0.114
model.000.10.pdb,0.194,0.778,0.035,0.103,0.558,0.587,0.132,0.000,0.000,0.155,0.000,0.011,0.176,0.735,0.354
model.000.11.pdb,0.000,0.013,0.239,0.024,0.080,0.014,0.012,0.140,0.041,0.136,0.321,0.315,0.000,0.024,0.083
model.000.12.pdb,0.051,0.023,0.524,0.093,0.023,0.025,0.068,0.159,0.076,0.000,0.519,0.576,0.048,0.033,0.028
model.000.13.pdb,0.188,0.640,0.059,0.128,0.456,0.500,0.158,0.000,0.013,0.113,0.000,0.032,0.206,0.706,0.288
model.000.14.pdb,0.181,0.011,0.707,0.066,0.022,0.037,0.021,0.152,0.060,0.000,0.441,0.574,0.022,0.021,0.013
