 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.095,0.011,0.480,0.286,0.396,0.288,0.739,0.145,0.175,0.040,0.739,0.491,0.286,0.068,0.346
model.000.01.pdb,0.050,0.014,0.098,0.000,0.600,0.000,0.170,0.089,0.143,0.017,0.292,0.173,0.543,0.000,0.625
model.000.02.pdb,0.076,0.011,0.393,0.246,0.238,0.404,0.615,0.107,0.114,0.155,0.500,0.456,0.134,0.221,0.156
model.000.03.pdb,0.013,0.230,0.000,0.029,0.028,0.226,0.026,0.000,0.000,0.773,0.067,0.013,0.000,0.717,0.000
model.000.04.pdb,0.091,0.022,0.481,0.339,0.242,0.339,0.804,0.123,0.149,0.095,0.596,0.547,0.154,0.123,0.197
model.000.05.pdb,0.063,0.343,0.000,0.027,0.055,0.113,0.064,0.025,0.027,0.473,0.092,0.038,0.000,0.491,0.000
model.000.06.pdb,0.426,0.048,0.373,0.511,0.077,0.125,0.206,0.364,0.373,0.000,0.134,0.339,0.115,0.000,0.138
model.000.07.pdb,0.072,0.356,0.012,0.039,0.051,0.151,0.073,0.012,0.012,0.483,0.073,0.036,0.000,0.475,0.000
model.000.08.pdb,0.087,0.012,0.545,0.347,0.333,0.273,0.762,0.123,0.153,0.000,0.644,0.587,0.222,0.043,0.280
model.000.09.pdb,0.063,0.013,0.111,0.018,0.714,0.016,0.200,0.102,0.154,0.016,0.320,0.204,0.568,0.016,0.600
model.000.10.pdb,0.014,0.013,0.105,0.151,0.000,0.585,0.150,0.000,0.016,0.241,0.078,0.097,0.000,0.236,0.000
model.000.11.pdb,0.455,0.059,0.304,0.449,0.058,0.087,0.162,0.345,0.327,0.000,0.113,0.300,0.092,0.000,0.113
model.000.12.pdb,0.107,0.011,0.490,0.321,0.267,0.368,0.783,0.141,0.152,0.096,0.640,0.588,0.175,0.125,0.200
model.000.13.pdb,0.099,0.375,0.000,0.000,0.139,0.024,0.011,0.048,0.038,0.265,0.048,0.000,0.111,0.261,0.083
model.000.14.pdb,0.216,0.333,0.000,0.000,0.019,0.000,0.000,0.304,0.146,0.000,0.000,0.000,0.060,0.000,0.020
